券種,組み合わせ,配当,人気
単勝,16,12510,15
複勝,16,2040,14
複勝,5,720,10
複勝,3,220,2
枠連,3-8,2910,16
馬連,5-16,109840,112
ワイド,5-16,26780,110
ワイド,3-16,10720,74
ワイド,3-5,2890,38
馬単,16-5,273360,247
3連複,3-5-16,358020,411
3連単,16-5-3,3366490,789
