馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,バケラッタ,牡3,鮫島良,栗東・河嶋,差し,9.3,4,6,,38.6,480(+2),中京,14,中1週,Y,,3,ホッコータルマエ,スズカマンボ,,
2,2,ヒラボクソライア,牡3,角田和,栗東・東田,先行,9.9,5,1,3歳未勝利,39.0,522(+2),京都,97,中13週,Y,,3,ドレフォン,モンテロッソ,,B
3,3,ジーティーパワー,牡5,国分恭,栗東・中村,差し,66.5,9,10,3歳以上1勝クラス,39.2,552(0),中京,20,中2週,Y,,3,Frankel,ストリートセンス,,
4,4,サイモンゼスト,牡3,田口,栗東・谷,,2.5,1,2,3歳以上1勝クラス,39.3,504(+4),中京,28,中3週,Y,,3,サトノアラジン,ブライアンズタイム,,B
5,5,ブレスドナイル,牝4,今村,美浦・金成,差し,27.2,7,6,,39.5,454(+6),新潟,28,中3週,Y,,3,Gun Runner,Pioneerof the Nile,,
6,6,クレスコドルフィン,牡4,中井,栗東・羽月,差し,76.8,10,11,,39.1,522(+4),中京,14,中1週,Y,,3,クレスコグランド,ロードカナロア,,
7,7,エアフォースワン,牡7,菱田,栗東・大根田,差し,14.9,6,7,3歳以上1勝クラス,38.6,468(-4),中京,20,中2週,Y,,3,リヤンドファミユ,タイキシャトル,,
8,7,ホールオブミラーズ,牡3,西村淳,栗東・高野,差し,2.7,2,2,3歳1勝クラス,38.7,468(-2),京都,90,中12週,Y,,3,ルーラーシップ,Harlan's Holiday,,
9,8,クラッチスラッガー,牡3,,栗東・池添,先行,7.0,3,12,3歳1勝クラス,50.2,510(0),阪神,133,中18週,Y,,3,キズナ,ヘニーヒューズ,,B
10,8,ガイラルディア,牝4,松若,栗東・藤野,差し,51.7,8,6,4歳以上1勝クラス,38.2,454(+8),阪神,154,中21週,Y,,3,シニスターミニスター,ハーツクライ,,
