馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジュンウィンダム,牝6,西塚,栗東・浜田,差し,142.9,14,9,,37.5,514(+6),中山,76,中10週,Y,,3,カレンブラックヒル,ベーカバド,
2,1,ヴーレヴー,牝4,浜中,栗東・武幸,先行,32.0,8,11,,38.5,496(-4),小倉,62,中8週,Y,,3,サトノクラウン,マンハッタンカフェ,
3,2,スマートサニー,牡6,高杉,栗東・石橋,差し,19.3,6,8,,36.7,478(+6),京都,84,中11週,Y,,3,シニスターミニスター,キングカメハメハ,
4,2,ハセドン B,牡7,吉村,美浦・大和田,追込,176.8,15,9,,37.3,478(+2),阪神,287,中40週,Y,Y,3,モーリス,マンハッタンカフェ,
5,3,キタノズエッジ,牡5,古川吉,栗東・畑端,差し,10.0,4,3,,35.2,550(+6),阪神,21,中2週,Y,,3,ジョーカプチーノ,キングカメハメハ,
6,3,バトルクライ,牡7,北村友,美浦・高木,差し,40.9,11,2,,34.8,512(-4),東京,62,中8週,Y,,3,イスラボニータ,キングカメハメハ,
7,4,ビダーヤ,牡5,坂井,栗東・矢作,差し,2.5,1,2,,35.2,498(-2),阪神,21,中2週,Y,,3,リアルスティール,シングスピール,
8,4,ヤマニンウルス B,牡6,武豊,栗東・斉藤崇,先行,3.5,2,1,,35.7,584(+2),中京,251,中35週,Y,Y,3,ジャスタウェイ,スウェプトオーヴァーボード,
9,5,クロジシジョー,牡7,菱田,栗東・岡田,差し,52.6,12,10,,35.9,460(+2),中山,111,中15週,Y,,1,フリオーソ,スペシャルウィーク,
10,5,バトゥーキ,牡6,秋山稔,栗東・浜田,差し,35.2,10,3,,35.6,504(+6),阪神,41,中5週,Y,,3,ラニ,サウスヴィグラス,
11,6,サクセスローレル,牡7,亀田,栗東・北出,差し,311.4,16,13,,38.5,538(+14),阪神,97,中13週,Y,,3,マスタリー,ストリートセンス,
12,6,ベルジュロネット,牡4,鮫島駿,栗東・大久保,差し,6.1,3,1,,35.9,550(+4),阪神,42,中5週,Y,,3,ロードカナロア,サクラバクシンオー,
13,7,アドバンスファラオ,セ6,高倉,栗東・森秀,,24.4,7,13,,39.5,492(-18),京都,125,中17週,Y,,2,American Pharoah,Tiznow,
14,7,セントメモリーズ,牝5,富田,美浦・斎藤誠,差し,109.1,13,17,,34.5,478(-8),東京,139,中19週,Y,,3,エピファネイア,ネオユニヴァース,
15,8,ナイトアクアリウム B,牡6,長岡,栗東・杉山佳,差し,34.2,9,7,,35.4,498(+6),中京,104,中14週,Y,,3,ロードカナロア,クロフネ,
16,8,バグラダス B,牡6,岩田望,美浦・嘉藤,追込,16.8,5,6,,36.0,490(-8),中山,76,中10週,Y,,3,マジェスティックウォリアー,ディープインパクト,
