着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,メイクアリープ,牡4,58.0,幸,1:52.5,,2,5.7,38.3,栗東大根田,486(+12)
2,6,12,サンマルレジェンド,牡5,58.0,酒井,1:52.5,クビ,6,12.9,38.5,栗東大橋,486(+4)
3,8,16,マイネルクロンヌ,牡6,58.0,坂井,1:52.6,クビ,8,18.7,38.3,美浦青木,508(0)
4,5,10,バハルダール,牡4,58.0,岩田望,1:52.8,1.1/2,5,11.0,37.4,栗東池江,504(+2)
5,2,3,キュールエフウジン,牡4,58.0,松若,1:53.0,1,7,18.2,37.4,栗東中尾,494(+2)
6,4,8,サンライズアリオン,牡4,58.0,和田竜,1:53.1,1,1,2.5,38.5,栗東平田,524(+2)
7,1,1,セイクリッドゲイズ,牡5,58.0,鮫島駿,1:53.2,1/2,4,7.6,37.9,栗東佐々木,496(+2)
8,7,13,インベルシオン,牡4,58.0,池添,1:53.6,2.1/2,13,70.3,38.0,栗東清水久,542(-6)
9,3,6,テイエムマグマ,牡5,58.0,高倉,1:54.0,2,11,54.3,39.2,栗東杉山晴,504(-6)
10,5,9,イチネンエーグミ,牡4,58.0,国分恭,1:54.5,3,10,46.0,39.4,栗東茶木,552(-6)
11,1,2,ワールドスケール,牡6,58.0,松田,1:54.8,1.3/4,14,139.9,39.8,栗東野中,490(+6)
12,2,4,イイネイイネイイネ,牡4,58.0,柴山,1:55.4,3.1/2,16,218.7,40.2,栗東小崎,452(-14)
13,4,7,クロニクル,牡4,58.0,吉田隼,1:55.4,クビ,3,6.1,41.4,栗東田中克,516(+4)
14,6,11,タイセイスラッガー,牡5,58.0,藤岡佑,1:55.6,1.1/4,9,41.2,40.1,美浦高橋裕,532(-6)
15,3,5,メイショウオキビ,牡5,58.0,小沢,1:55.9,1.1/2,12,70.1,40.6,栗東松永昌,506(-2)
16,7,14,クレスコジョケツ,牝4,56.0,古川吉,1:57.7,大,15,176.6,42.7,栗東木原,466(-6)
