着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,カワキタマナレア,牝2,55.0,鮫島駿,1:10.1,,1,2.3,35.1,栗東杉山佳,416(+10)
2,5,5,ヴーレヴー,牝2,55.0,浜中,1:10.4,1.3/4,3,6.5,36.1,栗東武幸,466(-2)
3,8,9,モズナナスター,牝2,55.0,菱田,1:10.5,1/2,4,7.7,35.8,栗東矢作,448(+2)
4,1,1,ピコローズ,牝2,55.0,永野,1:10.5,アタマ,6,20.8,35.9,美浦伊藤大,434(+10)
5,8,10,マキシマムドライブ,牡2,55.0,服部茂,1:10.7,1,7,29.6,36.1,地方田中淳,524(+10)
6,6,6,ポッドベイダー,牡2,55.0,佐々木,1:11.1,2.1/2,2,2.8,36.7,美浦上原佑,462(0)
7,3,3,ミスフォルテ,牝2,55.0,落合玄,1:11.1,クビ,9,113.3,36.9,地方田中淳,468(+2)
8,7,7,ロードヴェルト,牡2,55.0,横山武,1:11.3,1.1/4,5,14.6,35.2,栗東牧浦,422(+6)
9,7,8,ハーフブルー,牝2,55.0,小野楓,1:12.3,6,8,36.4,37.9,地方小野望,466(-8)
10,2,2,エムピーフリップ,牡2,55.0,桑村真,1:12.7,2.1/2,10,113.3,37.7,地方斉藤正,450(0)
