着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,ポルトブルー,牡2,55.0,西村淳,1:52.0,,6,14.1,36.4,栗東浜田,482(0)
2,8,11,アーデルボーデン,牡2,55.0,高杉,1:52.6,3.1/2,7,18.4,36.3,栗東中竹,472(0)
3,6,8,シャローチャンプ,牡2,55.0,団野,1:52.6,アタマ,4,8.8,36.5,栗東安田,518(0)
4,2,2,ヤマニンイハナ,牝2,55.0,菱田,1:52.6,ハナ,12,150.9,36.7,栗東中村,448(0)
5,3,3,アシャカブラーヴ,牡2,55.0,幸,1:52.7,1/2,11,134.5,36.4,栗東大根田,490(0)
6,6,7,オーラムミーティア,牡2,55.0,Mデム,1:53.0,2,9,41.5,36.5,栗東吉村,404(0)
7,8,12,ウィモウェ,牡2,55.0,西塚,1:53.0,ハナ,10,43.3,36.5,栗東吉田,444(0)
8,7,9,ジャンゴッド,牡2,55.0,川田,1:53.0,ハナ,1,1.7,37.1,栗東杉山晴,476(0)
9,7,10,ヴェールダムール,牝2,55.0,松山,1:53.1,クビ,3,7.9,37.3,栗東矢作,494(0)
10,5,5,ゴルディアス,牡2,55.0,松若,1:53.7,3.1/2,5,12.2,37.5,栗東小崎,442(0)
11,4,4,ロードフェルム,牡2,53.0,△田山,1:54.0,1.3/4,8,25.2,37.4,栗東長谷川,462(0)
12,5,6,タイセイルミナス,牝2,55.0,吉村,1:55.0,6,2,7.5,38.9,栗東小栗,480(0)
