馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スマートカイロス,牡4,高杉,栗東・矢作,先行,17.3,6,10,,37.7,504(-4),京都,84,中11週,Y,,3,シニスターミニスター,サウスヴィグラス,,
2,2,アリエスキング,牡5,田口,栗東・庄野,先行,15.0,5,11,,36.6,460(-2),東京,161,中22週,Y,,3,シニスターミニスター,アグネスデジタル,,
3,3,ソウルアンドジャズ,セ5,坂井,美浦・武井,先行,5.6,3,3,,39.1,498(-6),中山,28,中3週,Y,,3,ブリックスアンドモルタル,Unbridled's Song,,
4,4,オセアバトルプラン,牡6,古川吉,美浦・菊川,差し,56.0,8,3,3歳以上2勝クラス,37.2,474(-12),阪神,112,中15週,Y,,3,バトルプラン,タニノギムレット,,B
5,5,クアトロジャック,牡5,西村淳,栗東・庄野,,60.2,10,16,,38.9,480(0),東京,148,中20週,Y,,3,マジェスティックウォリアー,キングカメハメハ,,B
6,6,スルーザナイト,牝4,北村友,栗東・西園翔,先行,35.9,7,13,,38.9,494(-2),中京,21,中2週,Y,,3,リアルインパクト,クロフネ,,
7,6,マナエトレ,牡4,吉村,栗東・清水久,先行,58.3,9,13,4歳以上2勝クラス,42.5,484(+6),京都,57,中7週,Y,,3,モズアスコット,キングズベスト,,
8,7,ゼンエスポワール,牡4,角田和,栗東・飯田,先行,10.3,4,6,,38.1,516(0),中京,21,中2週,Y,,3,Practical Joke,Scat Daddy,,
9,7,エクストラノート,セ9,藤懸,美浦・加藤和,差し,223.0,11,12,,38.2,474(-14),中京,21,中2週,Y,,3,アイルハヴアナザー,ゴールドアリュール,,
10,8,ユウトザユウト,牡4,岩田望,栗東・小崎,先行,3.9,2,2,4歳以上2勝クラス,37.5,508(+2),阪神,15,中1週,Y,,3,Preservationist,Officer,,
11,8,サンライズバレット,牡4,鮫島駿,栗東・茶木,差し,1.9,1,2,,37.0,514(+2),京都,70,中9週,Y,,3,リアルスティール,サンライズペガサス,,
