着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,オウバイトウリ,牝3,53.0,浜中,1:08.8,,1,3.8,34.1,栗東武幸,470(0)
2,7,13,ジョリダム,牝4,56.0,小林勝,1:08.9,3/4,11,26.8,34.7,栗東武英,446(+2)
3,1,2,ランドオブラヴ,牝4,56.0,丹内,1:09.1,1.1/4,3,7.5,34.1,美浦蛯名正,430(-2)
4,6,12,ポルタフォルトゥナ,牝5,56.0,古川吉,1:09.2,3/4,6,10.9,35.1,美浦土田,478(-2)
5,2,3,スムースベルベット,牝4,56.0,黛,1:09.3,クビ,10,19.1,34.9,美浦手塚,490(0)
6,4,8,スイミーユニバンス,牝4,56.0,武豊,1:09.3,ハナ,2,6.2,33.8,栗東平田,442(0)
7,2,4,ミスヨコハマ,牝4,56.0,横山武,1:09.4,クビ,9,15.3,34.9,美浦斎藤誠,476(+2)
8,3,6,ショウナンアメリア,牝5,56.0,岩田康,1:09.5,3/4,12,36.9,34.6,美浦奥村武,458(+6)
9,7,14,メイショウハボタン,牝6,56.0,藤岡佑,1:09.5,クビ,7,11.2,34.2,栗東本田,482(-4)
10,8,15,ガビーズシスター,牝3,53.0,小林凌,1:09.5,ハナ,4,9.0,35.2,美浦森一,468(+2)
11,5,10,ロゼクラン,牝6,56.0,荻野琢,1:09.6,クビ,8,12.2,34.2,栗東藤沢,452(+4)
12,4,7,スクルプトーリス,牝4,56.0,鮫島駿,1:09.6,クビ,5,9.8,35.1,栗東松下,460(0)
13,5,9,ブルトンクール,牝5,56.0,大野,1:09.9,1.1/2,14,69.5,34.8,美浦新開,456(-4)
14,6,11,ヴァンルーラー,牝5,56.0,菱田,1:10.1,1,15,191.0,34.3,栗東河嶋,464(+6)
15,8,16,トゥーテイルズ,牝4,56.0,佐々木,1:10.1,クビ,13,42.2,35.1,栗東藤原,460(-8)
取消,3,5,ゴキゲンサン,牝4,56.0,永野,,,,,,美浦伊藤大,
