着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,ブローザホーン,牡4,56.0,岩田康,2:14.9,,1,3.5,35.9,美浦中野,420(0)
2,5,8,ロードプレジール,牡5,56.0,西村淳,2:15.7,5,3,5.8,36.5,栗東中内田,494(+8)
3,6,11,アウスヴァール,セ5,57.0,古川吉,2:15.8,3/4,2,5.4,37.1,栗東昆,496(+2)
4,2,3,シルバーエース,牡6,55.0,池添,2:16.0,1.1/4,6,13.3,37.1,栗東橋口,472(0)
5,2,2,フォルテデイマルミ,牡5,55.0,水口,2:16.0,アタマ,7,14.4,36.5,栗東須貝,498(-2)
6,8,14,ドンアルゴス,牡8,53.0,川島,2:16.2,3/4,13,68.3,37.1,栗東庄野,530(0)
7,3,4,ラブパイロー,牝4,53.0,小崎,2:16.2,クビ,15,198.2,36.4,美浦大和田,478(-4)
8,1,1,スズカノロッソ,セ8,55.0,杉原,2:16.5,2,8,15.0,37.0,美浦小島,480(+8)
9,4,7,メイショウブレゲ,牡4,56.0,藤岡康,2:16.5,ハナ,4,8.0,36.7,栗東本田,464(0)
10,6,10,タイセイシリウス,セ6,53.0,松若,2:16.6,クビ,11,29.5,37.8,栗東高野,496(+8)
10,7,13,ジャンカズマ,牡5,55.0,富田,2:16.6,クビ,10,28.9,36.6,栗東小栗,484(+2)
12,8,15,ステイブルアスク,牝5,56.0,古川奈,2:16.7,1/2,5,11.1,37.0,栗東矢作,440(+2)
13,4,6,ニホンピロタイズ,牡5,55.0,田口,2:16.8,1/2,12,32.0,37.6,栗東大橋,508(-6)
14,3,5,ジロー,牡6,55.0,泉谷,2:16.8,クビ,14,106.9,37.0,栗東岡田,482(0)
15,7,12,アップデート,牡4,56.0,高倉,2:17.5,4,9,17.5,38.6,栗東杉山晴,510(+10)
