着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,6,チュウワモーニング,牝5,52.0,古川吉,2:43.5,,6,11.9,36.2,栗東小崎,462(+2)
2,8,10,バレンタインガール,牝4,54.0,佐々木,2:43.6,1/2,1,2.4,36.0,美浦古賀,480(+10)
3,2,2,ハイラント,牡4,56.0,丹内,2:43.6,アタマ,2,3.6,36.4,美浦伊藤大,450(+2)
4,8,9,シテフローラル,セ7,56.0,鮫島駿,2:43.7,クビ,5,8.8,36.3,美浦堀,434(-10)
5,7,7,キャリーハピネス,牡5,55.0,藤岡佑,2:43.8,3/4,4,7.8,36.8,栗東河嶋,496(0)
6,1,1,ウインネモフィラ,牝5,53.0,黛,2:43.9,1/2,3,6.9,36.5,美浦奥平,452(+12)
7,5,5,コルデアニル,牝5,51.0,原田和,2:44.1,1,8,54.9,37.0,美浦金成,476(+4)
8,3,3,ヒルノデプラーツ,牡6,55.0,松岡,2:44.2,1/2,10,94.9,36.9,栗東北出,498(+2)
9,4,4,ブルーペクトライト,牝5,52.0,北村友,2:45.0,5,7,20.5,37.3,栗東宮地,488(0)
10,7,8,パープルクラウド,牡5,54.0,川又,2:45.2,1.1/4,9,59.8,37.5,栗東吉村,548(+20)
