コーナー,通過順
1コーナー,"10-4,8(1,5)(2,3,9)7,6"
2コーナー,"10-4,8(1,5)(2,9)3,7,6"
3コーナー,"10,4,8(1,5)(2,9)(3,7)6"
4コーナー,"(*10,4)(8,5)1,2(7,9)(3,6)"
