馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ナムラカミカゼ,牡8,木幡巧,栗東・村山,差し,172.2,12,11,,35.3,496(-4),京都,55,中7週,Y,,3,キズナ,エンドスウィープ,
2,2,アドマイヤサジー,牝5,津村,美浦・宮田,先行,9.4,5,6,,35.1,444(+4),中山,21,中2週,Y,,3,ハービンジャー,キングカメハメハ,
3,3,ホーエリート,牝4,戸崎圭,美浦・田島,差し,3.8,2,10,,34.9,478(+10),京都,90,中12週,Y,,3,ルーラーシップ,ステイゴールド,
4,4,ホウオウムサシ,牡5,菅原明,美浦・蛯名正,差し,3.5,1,1,3歳以上2勝クラス,34.8,456(+6),中山,41,中5週,Y,,3,ドゥラメンテ,ホワイトマズル,
5,4,イヤサカ,牝7,長浜,美浦・天間,,99.3,11,8,,36.0,494(0),中山,21,中2週,Y,,3,アイルハヴアナザー,Cozzene,
6,5,ガジュノリ,牝4,丹内,美浦・尾形,差し,19.1,8,1,,35.5,480(+4),中山,34,中4週,Y,,3,サトノダイヤモンド,ヴィクトワールピサ,
7,5,ファンタジア,牝6,キング,美浦・堀,差し,9.5,6,6,,35.6,516(+2),中山,21,中2週,Y,,3,ハービンジャー,シンボリクリスエス,
8,6,キントリヒ,牡6,佐々木,美浦・矢野,差し,20.5,9,9,,35.0,478(+4),京都,55,中7週,Y,,3,ゴールドシップ,ボストンハーバー,
9,6,メイテソーロ,牡5,Ｈドイ,美浦・武市,差し,93.7,10,7,,34.2,500(+6),東京,217,中30週,Y,Y,3,ミッキーロケット,リンカーン,
10,7,ナックイルシーブ B,牡7,大野,美浦・杉浦,先行,213.9,13,10,,35.8,528(+22),新潟,77,中10週,Y,,3,ハーツクライ,Elusive Quality,
11,7,ウインルーティン B,牡5,横山和,栗東・長谷川,差し,16.4,7,2,,36.6,476(+4),京都,371,中52週,Y,Y,3,ゴールドシップ,ルールオブロー,
12,8,アレグロブリランテ,牡4,横山武,美浦・上原佑,先行,6.5,3,3,,35.5,478(+4),中山,21,中2週,Y,,3,ディープブリランテ,フレンチデピュティ,
13,8,ナイトインロンドン,牡5,田辺,美浦・大竹,差し,6.5,4,4,,33.8,488(+4),東京,48,中6週,Y,,3,グレーターロンドン,メジロマックイーン,
