馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ビーオンザマーチ,牝4,津村,美浦・林,差し,104.9,13,7,,36.9,458(0),中山,84,中11週,Y,,3,モーリス,アグネスタキオン,
2,1,イチザウイナー,牡4,藤田菜,美浦・的場,先行,234.1,15,1,,39.2,472(0),佐賀,115,中15週,,,2,ヴァンセンヌ,タイムパラドックス,
3,2,レッドラマンシュ,牡4,戸崎圭,栗東・庄野,先行,15.4,5,6,,36.7,480(0),阪神,90,中12週,Y,,3,ロードカナロア,ゼンノロブロイ,
4,2,ドンアミティエ B,牡3,田辺,栗東・今野,,3.1,2,4,,35.6,504(+4),京都,35,中4週,Y,,3,アジアエクスプレス,キングヘイロー,
5,3,キタノブレイド,牡4,江田照,美浦・萱野,差し,65.9,10,9,,37.9,466(0),京都,202,中28週,Y,Y,3,カレンブラックヒル,Woodman,
6,3,ミレヴィーナス,牝4,松岡,栗東・茶木,先行,80.0,11,14,,38.0,450(+10),新潟,112,中15週,Y,,3,ヘニーヒューズ,マンハッタンカフェ,
7,4,アシタバ,牝5,菅原明,栗東・奥村豊,先行,20.4,6,4,,36.3,492(+4),福島,139,中19週,Y,,3,シニスターミニスター,ゼンノエルシド,
8,4,オメガシンフォニー,牝3,横山武,美浦・大和田,先行,2.1,1,1,3歳以上2勝クラス,36.5,496(+4),中山,90,中12週,Y,,3,ヘニーヒューズ,ダイワメジャー,
9,5,コスモノアゼット,牡5,丹内,美浦・伊藤大,先行,42.4,9,1,3歳以上2勝クラス,37.3,518(+10),中山,76,中10週,Y,,3,ロージズインメイ,アグネスタキオン,
10,5,テンテキセンセキ,セ6,武藤,栗東・松永昌,追込,344.3,16,13,,38.1,462(0),京都,61,中8週,Y,,3,キンシャサノキセキ,フレンチデピュティ,
11,6,スマートラプター,牡4,石橋脩,栗東・西園正,先行,13.5,4,6,,36.1,528(+2),阪神,181,中25週,Y,Y,3,キングカメハメハ,フレンチデピュティ,
12,6,グリュースゴット,セ5,田中勝,美浦・松永康,先行,9.5,3,4,,36.0,492(-2),中山,69,中9週,Y,,3,ヘニーヒューズ,ゼンノロブロイ,
13,7,ホワイトガーベラ,牡4,柴田大,美浦・高橋裕,先行,28.4,8,10,,36.6,512(+2),東京,41,中5週,Y,,3,アジアエクスプレス,スウェプトオーヴァーボード,
14,7,チェリーブリーズ,牝6,西村太,美浦・堀内,差し,96.2,12,10,,34.4,500(0),新潟,41,中5週,Y,,3,スマートファルコン,ティンバーカントリー,
15,8,ハーモニーマゼラン B,牡6,木幡巧,美浦・牧,先行,25.9,7,12,,35.1,520(+2),中山,90,中12週,Y,,3,ダイワメジャー,Sea The Stars,
16,8,スズカマクフィ,牝5,,美浦・伊藤圭,差し,114.7,14,11,,37.2,444(-2),京都,48,中6週,Y,,3,マクフィ,サンデーサイレンス,
