馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ドリームオブコージ,牡2,岡田,栗東・安田,追込,121.2,10,8,2歳新馬,35.6,490(-2),中京,20,中2週,Y,,1,キングオブコージ,ディープインパクト,,
2,2,ボビーザグレート,牡2,菱田,栗東・柴田,差し,17.6,5,5,2歳新馬,38.5,472(-2),小倉,55,中7週,Y,,1,シャンハイボビー,ルーラーシップ,,
3,3,ダノンアズール,牡2,岩田望,栗東・茶木,,5.6,2,6,2歳新馬,34.4,482(-4),新潟,13,中1週,Y,,1,ダノンキングリー,ジャスタウェイ,,
4,4,ゴールドシューター,牡2,富田,栗東・加藤公,差し,136.3,11,8,2歳新馬,34.2,426(0),中京,13,中1週,Y,,1,ゴールドアクター,ヘニーヒューズ,,
5,5,バミューダブーケ,牝2,松若,栗東・杉山佳,差し,29.9,7,7,2歳新馬,38.9,444(-2),阪神,77,中10週,Y,,1,ダノンキングリー,クロフネ,,
6,5,ダヌラーサナ,牝2,田山,栗東・新谷,追込,8.1,3,10,2歳新馬,37.0,470(0),小倉,49,中6週,Y,,1,レイデオロ,Shackleford,,
7,6,オーリエイト,牡2,吉村,栗東・小栗,差し,1.4,1,2,2歳新馬,39.6,524(-4),中京,27,中3週,Y,,1,ナダル,ゴールドアリュール,,B
8,6,アンナモエ,牝2,酒井,美浦・天間,追込,216.9,12,15,2歳新馬,35.9,466(+6),新潟,14,中1週,Y,,1,オメガパフューム,ローエングリン,,
9,7,ルガルデ,牡2,柴田裕,栗東・中竹,追込,105.6,9,8,2歳未勝利,40.0,490(0),中京,14,中1週,Y,,2,Munnings,Distorted Humor,,
10,7,ミリオンカラー,牝2,国分優,栗東・北出,先行,36.5,8,6,2歳新馬,35.5,478(+8),中京,20,中2週,Y,,1,カラヴァッジオ,A.P. Indy,,
11,8,ソリドゥス,牡2,秋山稔,栗東・安達,差し,11.0,4,5,2歳未勝利,40.0,462(-4),中京,14,中1週,Y,,2,アジアエクスプレス,ダイワメジャー,,
12,8,ジュンヴァグネル,牡2,,栗東・浜田,追込,26.2,6,8,2歳新馬,34.7,488(+6),阪神,76,中10週,Y,,1,ジャスタウェイ,ディープインパクト,,
