馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,フィルムアクトレス,牝4,角田河,栗東・石橋,,4.3,3,3,4歳以上1勝クラス,38.0,488(0),京都,22,中2週,Y,,3,スクリーンヒーロー,Hard Spun,,
2,1,ロードリライアブル,牡5,田口,栗東・清水久,先行,110.3,12,10,4歳以上1勝クラス,34.7,504(+4),小倉,21,中2週,Y,,3,ハービンジャー,ダイワメジャー,,
3,2,レゾルシオン,牡4,ムルザ,栗東・鈴木孝,差し,32.0,8,5,4歳以上1勝クラス,36.2,474(0),阪神,14,中1週,Y,,3,エピファネイア,エンパイアメーカー,,
4,2,サンガネーブ,牡4,坂井,栗東・田中克,先行,3.2,1,4,4歳以上1勝クラス,37.6,504(-2),京都,57,中7週,Y,,3,マクフィ,スペシャルウィーク,,
5,3,ルールシェーバー,牡7,和田竜,栗東・北出,先行,343.9,15,13,4歳以上1勝クラス,39.1,470(-2),阪神,8,連闘,Y,,3,ストロングリターン,リンドシェーバー,,B
6,3,シアープレジャー,牝7,永島,栗東・緒方,先行,248.9,14,10,4歳以上1勝クラス,41.0,450(-4),阪神,14,中1週,Y,,3,マツリダゴッホ,Kelly Kip,,
7,4,サルモン,牡4,鮫島駿,美浦・加藤士,逃げ,46.5,9,12,4歳以上1勝クラス,40.1,526(-2),中山,14,中1週,Y,,3,シャンハイボビー,フジキセキ,,
8,4,エイシンネクタル,牡4,西村淳,栗東・小崎,差し,15.1,5,4,4歳以上1勝クラス,36.2,470(+2),京都,29,中3週,Y,,3,イスラボニータ,キングカメハメハ,,
9,5,メイショウイヌワシ,牡5,泉谷,栗東・石橋,差し,247.3,13,10,4歳以上1勝クラス,38.4,486(+2),京都,22,中2週,Y,,3,ロードカナロア,ディープインパクト,,
10,5,グローバリスト,牡4,酒井,栗東・西村,先行,91.6,11,16,4歳以上1勝クラス,38.6,502(0),京都,42,中5週,Y,,3,シニスターミニスター,ダノンシャンティ,,B
11,6,プライムレート,牝4,古川奈,栗東・笹田,先行,31.9,7,10,3歳以上1勝クラス,38.1,480(+6),福島,119,中16週,Y,,3,シニスターミニスター,ゼンノロブロイ,,
12,6,バトゥーキ,牡4,水口,栗東・浜田,差し,3.4,2,3,3歳以上1勝クラス,34.9,484(+2),中京,85,中11週,Y,,3,ラニ,サウスヴィグラス,,
13,7,タイセイランナー,牡4,菱田,栗東・牧浦,差し,48.4,10,7,3歳以上1勝クラス,36.4,506(+10),阪神,85,中11週,Y,,3,アジアエクスプレス,アドマイヤムーン,,B
14,7,グッジョブ,牡4,岩田望,栗東・牧浦,差し,6.2,4,3,4歳以上1勝クラス,36.0,460(-4),阪神,14,中1週,Y,,3,ベストウォーリア,ネオユニヴァース,,B
15,8,フェリ,牝4,藤懸,栗東・佐々木,差し,19.5,6,4,4歳以上1勝クラス,35.7,468(-2),京都,21,中2週,Y,,3,ヘニーヒューズ,アルカセット,,
16,8,ダンスインザリング,牡4,団野,美浦・武井,差し,396.0,16,10,4歳以上1勝クラス,36.3,454(-2),阪神,14,中1週,Y,,3,キンシャサノキセキ,エンドスウィープ,,
