券種,組み合わせ,配当,人気
単勝,5,260,1
複勝,5,130,1
複勝,3,480,7
複勝,2,140,2
枠連,3-5,4260,14
馬連,3-5,4040,15
ワイド,3-5,1180,16
ワイド,2-5,260,1
ワイド,2-3,890,13
馬単,5-3,5070,23
3連複,2-3-5,3020,12
3連単,5-3-2,18730,72
