馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,グランテレーズ,牝4,鮫島駿,栗東・渡辺,先行,42.5,9,15,3歳以上1勝クラス,35.5,454(-12),函館,29,中3週,Y,,3,シュヴァルグラン,エリシオ,
2,1,クインズスピカ B,牝4,横山典,美浦・村田,先行,8.0,5,3,3歳以上1勝クラス,35.2,470(0),札幌,15,中1週,Y,,3,ルーラーシップ,シンボリクリスエス,
3,2,ランスオブサウンド,牝5,斎藤,栗東・奥村豊,先行,30.0,7,6,3歳以上1勝クラス,34.7,458(-2),札幌,7,連闘,Y,,3,ディープブリランテ,Gone West,
4,2,ナユタ,牝3,小野楓,地方・小野望,逃げ,113.2,12,1,3歳以上C,38.1,436(+2),門別,45,中5週,,,0,ディスクリートキャット,タイキシャトル,
5,3,ダガーリング,牡3,吉田隼,美浦・和田雄,差し,69.0,11,11,,33.5,538(-4),新潟,15,中1週,Y,,2,タワーオブロンドン,ロードカナロア,
6,3,マジカルシャイン,牝3,武豊,栗東・武英,差し,9.3,6,4,3歳以上1勝クラス,35.1,488(+2),札幌,15,中1週,Y,,3,Catholic Boy,Distorted Humor,
7,4,クラウンウルル,牡3,佐々木,美浦・菊川,差し,49.0,10,6,3歳1勝クラス,33.8,474(-2),中山,119,中16週,Y,,3,レッドファルクス,スニッツェル,
8,4,ジーティースピカ,牝4,松本,美浦・加藤和,先行,404.6,16,7,3歳以上1勝クラス,35.4,468(0),札幌,15,中1週,Y,,3,シャンハイボビー,ダイワメジャー,
9,5,マキシマムドライブ,牡3,服部茂,地方・田中淳,先行,4.0,2,4,3歳以上1勝クラス,35.0,522(-2),函館,35,中4週,Y,,2,ロードカナロア,ステイゴールド,
10,5,シンデレラスマイル,牝5,木幡巧,美浦・武藤,差し,245.8,14,13,3歳以上1勝クラス,36.2,440(0),札幌,7,連闘,Y,,3,キンシャサノキセキ,Pivotal,
11,6,マイネルステラート,牡3,丹内,美浦・高木,,3.4,1,3,3歳1勝クラス,37.1,462(-4),中山,154,中21週,Y,,3,ミッキーアイル,オルフェーヴル,
12,6,ハリウッドメモリー,牝3,横山和,栗東・長谷川,先行,7.3,4,8,3歳以上1勝クラス,37.9,450(-8),函館,35,中4週,Y,,3,ロードカナロア,Hard Spun,
13,7,ミクストベリーズ B,牡3,キング,美浦・伊藤圭,先行,5.1,3,4,3歳以上1勝クラス,34.7,470(-10),函館,29,中3週,Y,,3,Iffraaj,Kodiac,
14,7,アルマロクザン,牝5,松岡,美浦・伊藤伸,差し,346.1,15,8,3歳以上1勝クラス,35.4,472(-4),札幌,15,中1週,Y,,3,ドレフォン,メジロベイリー,
15,8,カップッチョ B,牡8,古川奈,美浦・南田,先行,169.8,13,8,3歳以上1勝クラス,35.0,500(+6),札幌,21,中2週,Y,,3,ジョーカプチーノ,ウイニングチケット,
16,8,ジョーブラック,牡3,浜中,栗東・清水久,差し,30.1,8,6,3歳未勝利,34.3,500(+2),函館,29,中3週,Y,,3,キタサンブラック,ジョーカプチーノ,
