券種,組み合わせ,配当,人気
単勝,12,330,2
複勝,12,130,1
複勝,5,300,6
複勝,14,160,2
枠連,4-7,590,2
馬連,5-12,1870,5
ワイド,5-12,540,5
ワイド,12-14,290,2
ワイド,5-14,1080,12
馬単,12-5,2950,9
3連複,5-12-14,2940,8
3連単,12-5-14,15870,44
