券種,組み合わせ,配当,人気
単勝,3,5250,7
複勝,3,660,8
複勝,6,120,1
複勝,2,250,4
枠連,2-4,780,3
馬連,3-6,3790,11
ワイド,3-6,1530,15
ワイド,2-3,3970,34
ワイド,2-6,520,5
馬単,3-6,12740,34
3連複,2-3-6,8030,25
3連単,3-6-2,111940,259
