馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ウェルカムニュース B,牡5,北村友,栗東・池江,先行,22.1,7,10,,37.1,502(+10),小倉,97,中13週,Y,,3,サトノアラジン,フレンチデピュティ,
2,1,ロードアヴニール,牡4,横山和,栗東・野中,差し,3.7,2,3,,37.7,490(-1),盛岡,89,中12週,,,2,ドゥラメンテ,ディープインパクト,
3,2,ヴィジョンオブラヴ,牡9,川須,美浦・新開,差し,432.8,16,6,,38.7,490(-10),京都,125,中17週,Y,,3,キングヘイロー,ロージズインメイ,
4,2,シダー B,牝5,富田,栗東・本田,先行,88.3,12,5,,41.3,496(-6),門別,46,中6週,,,2,ホッコータルマエ,デヒア,
5,3,リリーミニスター,セ7,古川吉,栗東・緒方,先行,246.8,15,12,,40.1,490(+10),函館,98,中13週,Y,,3,シニスターミニスター,クロフネ,
6,3,テーオーシリウス B,牡6,酒井,栗東・奥村豊,,67.4,11,11,,37.0,468(+10),中京,62,中8週,Y,,3,ジャスタウェイ,シンボリクリスエス,
7,4,ミラクルティアラ,牝4,岩田望,栗東・野中,先行,26.2,9,13,,39.7,444(-6),新潟,63,中8週,Y,,2,ヘニーヒューズ,フジキセキ,
8,4,アルーブルト,牡6,,栗東・畑端,差し,98.5,13,8,,38.7,484(+4),京都,125,中17週,Y,,3,フェノーメノ,マツリダゴッホ,
9,5,キングストンボーイ,セ6,ルメー,美浦・鹿戸,差し,5.8,3,6,,37.7,490(-6),函館,98,中13週,Y,,3,ドゥラメンテ,フォーティナイナー,
10,5,オシゲ,牝4,田口,栗東・須貝,差し,50.1,10,1,,36.9,496(+8),中京,62,中8週,Y,,3,ハービンジャー,ハーツクライ,
11,6,デリカダ,牝5,三浦,栗東・吉田,先行,16.4,5,2,,38.9,494(-4),門別,46,中6週,,,2,パイロ,クロフネ,
12,6,トウセツ B,牡5,鮫島駿,栗東・杉山佳,差し,25.7,8,5,,37.8,482(0),中京,48,中6週,Y,,3,ダンカーク,チチカステナンゴ,
13,7,ミスティックロア,牡4,坂井,栗東・矢作,差し,2.3,1,3,,37.1,532(-4),中山,27,中3週,Y,,3,Arrogate,Tiznow,
14,7,バハルダール,牡5,水口,栗東・池江,差し,18.4,6,1,,37.3,510(+10),中京,48,中6週,Y,,3,Pioneerof the Nile,Sky Mesa,
15,8,メイショウユズルハ B,牡5,浜中,栗東・岡田,差し,99.6,14,6,,37.6,496(+8),中京,48,中6週,Y,,3,ディスクリートキャット,スペシャルウィーク,
16,8,クールミラボー,牡4,武豊,栗東・寺島,差し,14.3,4,8,,37.8,492(0),新潟,63,中8週,Y,,3,ドレフォン,キングカメハメハ,
