着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,アスクビックスター,牡4,58.0,横山琉,1:53.2,,2,3.6,37.5,栗東矢作,470(-10)
2,2,4,メイショウシロガネ,牡5,58.0,新原周,1:54.3,7,7,14.4,38.3,栗東松永昌,472(-2)
3,4,7,アイファーエポック,牡4,58.0,長尾翼,1:54.4,1/2,8,14.7,38.0,美浦根本,486(-2)
4,8,15,フリーフロー,牡6,58.0,田口,1:54.6,1.1/4,3,8.4,38.7,美浦宗像,478(+4)
5,8,16,ファイヴレター,牡6,58.0,永野,1:54.7,1,6,12.0,37.8,美浦佐藤,464(+10)
6,5,9,テーオーレガシー,牡3,57.0,秋山稔,1:54.9,1,1,3.0,39.2,栗東宮,512(-6)
7,4,8,エクストラノート,セ6,58.0,角田和,1:55.2,1.3/4,5,11.8,39.2,美浦加藤和,482(0)
8,7,14,カサデガ,牡5,58.0,浜尚美,1:55.4,1.1/2,13,90.1,39.2,美浦本間,460(0)
9,3,5,エコルフリューゲル,牝4,56.0,岡遼太,1:55.5,クビ,4,10.3,39.2,美浦鈴木慎,484(-2)
9,3,6,クリノキングボス,牡6,58.0,菅原涼,1:55.5,クビ,16,191.7,38.9,美浦天間,486(+2)
11,1,1,メタルスパーク,セ6,58.0,大木天,1:55.8,1.3/4,10,38.3,39.4,美浦菊川,494(0)
12,6,11,ヒヤ,牡5,58.0,大畑慧,1:56.1,1.3/4,15,145.2,40.0,栗東鮫島,464(-4)
13,6,12,タケルジャック,牡5,58.0,小沢,1:56.1,クビ,11,41.5,40.2,美浦小桧山,478(+2)
14,1,2,クリノナイスガイ,セ6,58.0,松本,1:56.1,アタマ,12,48.7,40.0,美浦石毛,478(+2)
15,2,3,ビヨンドザシーン,牡5,58.0,野畑凌,1:56.4,1.1/2,14,113.0,39.7,美浦石毛,466(0)
16,5,10,サノノヒーロー,セ5,58.0,佐々木,1:56.9,3.1/2,9,38.3,40.0,美浦尾形,484(+8)
