着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,8,ダンツイノーバ,牝7,56.0,秋山真,1:08.2,,11,43.6,33.5,栗東谷,470(+2)
2,8,11,メイショウハボタン,牝6,56.0,丸山,1:08.3,1.1/4,6,11.8,33.8,栗東本田,474(-4)
3,4,4,ジュストコル,牡6,58.0,藤岡康,1:08.5,1.1/4,5,8.9,34.1,栗東大久保,512(+4)
4,6,6,ヨール,牝5,56.0,丹内,1:08.5,ハナ,7,13.7,34.3,美浦手塚,442(-2)
5,6,7,ハクサンパイオニア,牡4,58.0,幸,1:08.6,1/2,2,4.6,34.5,栗東清水久,498(-2)
6,1,1,スーリールダンジュ,牝5,56.0,藤岡佑,1:08.8,1.1/4,4,7.0,34.3,栗東中内田,486(-2)
7,5,5,グランツベリー,牝4,56.0,藤懸,1:09.0,1,1,3.7,35.9,栗東田中克,446(0)
8,3,3,カンチェンジュンガ,牡4,58.0,西村淳,1:09.1,3/4,3,5.3,35.1,栗東庄野,476(+6)
9,8,10,ナリタローゼ,牝6,56.0,菱田,1:09.6,3,8,14.4,35.5,栗東高橋亮,486(-2)
10,7,9,アンビバレント,牡4,58.0,佐々木,1:10.1,3,10,26.6,36.1,美浦青木,476(+14)
11,2,2,ニシノデフィレ,セ5,58.0,古川吉,1:10.2,1/2,9,25.1,35.4,栗東宮本,516(+24)
