馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,オステリア,牡6,高田,栗東・宮本,先行,3.7,2,3,障害3歳以上未勝利,13.7,524(+2),京都,21,中2週,Y,,3,ドレフォン,ダイワメジャー,,
2,2,シーク,セ3,小牧加,栗東・角田,追込,23.6,7,12,障害3歳以上未勝利,14.2,524(-4),京都,21,中2週,Y,,3,キズナ,ボストンハーバー,,
3,3,アナゴサン,牡7,黒岩,栗東・牧田,先行,8.3,5,6,,34.1,472(0),京都,154,中21週,Y,,3,ミッキーアイル,キングカメハメハ,,
4,4,ウェイトゥザドーン,セ4,草野,美浦・戸田,先行,5.7,3,5,障害3歳以上未勝利,13.3,462(+2),新潟,77,中10週,Y,,3,ジャスタウェイ,Flatter,,
5,5,リードアクトレス,牝4,小野寺,栗東・安達,差し,29.1,8,5,障害3歳以上未勝利,13.9,494(+2),阪神,42,中5週,Y,,3,マジェスティックウォリアー,シンボリクリスエス,,
6,6,ウインシュクラン,セ7,石神深,美浦・和田郎,,6.0,4,5,,35.5,462(-6),函館,112,中15週,Y,,3,スクリーンヒーロー,ボストンハーバー,,
7,7,フォワードアゲン,セ8,上野,美浦・加藤和,差し,17.7,6,9,,36.0,438(+4),阪神,203,中28週,Y,Y,3,ローズキングダム,グラスワンダー,,
8,7,ボエーム,牡4,坂口,美浦・石栗,追込,109.7,10,13,障害3歳以上未勝利,14.0,448(-2),東京,20,中2週,Y,,3,アニマルキングダム,ローエングリン,,
9,8,ゲインサポート,セ4,森一,栗東・斉藤崇,先行,2.7,1,4,障害3歳以上未勝利,13.7,456(-2),京都,15,中1週,Y,,3,デクラレーションオブウォー,アグネスタキオン,,B
10,8,クリアクォーツ,牡3,大江圭,美浦・的場,追込,102.5,9,7,3歳以上1勝クラス,35.9,468(0),阪神,48,中6週,Y,,3,タワーオブロンドン,アグネスデジタル,,
