券種,組み合わせ,配当,人気
単勝,3,570,2
複勝,3,210,2
複勝,11,150,1
複勝,7,220,3
枠連,2-6,1260,4
馬連,3-11,1470,3
ワイド,3-11,660,3
ワイド,3-7,1030,5
ワイド,7-11,520,1
馬単,3-11,3110,7
3連複,3-7-11,3280,2
3連単,3-11-7,18350,16
