馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,エイシンペトラ,牝3,吉村智,地方・森澤友,差し,194.9,10,5,3歳AB,39.8,464(-3),姫路,38,中4週,,,0,アメリカンペイトリオット,スペシャルウィーク,
2,2,アリスヴェリテ,牝3,藤岡康,栗東・中竹,,5.2,3,8,,34.1,438(-4),阪神,21,中2週,Y,,3,キズナ,Cozzene,
3,3,ランスオブサウンド,牝3,団野,栗東・奥村豊,先行,6.2,4,1,2歳新馬,33.6,430(+2),阪神,87,中11週,Y,,1,ディープブリランテ,Gone West,
4,4,ルカン,牝3,横山典,栗東・安田翔,差し,3.8,2,5,,34.1,414(0),阪神,21,中2週,Y,,3,ハーツクライ,Tribal Rule,
5,5,トゥーテイルズ,牝3,藤岡佑,栗東・藤原,差し,12.9,6,4,3歳1勝クラス,34.9,456(0),阪神,14,中1週,Y,,3,ラブリーデイ,ディープインパクト,
6,6,ダークブロンド,牝3,石川,栗東・高橋亮,差し,32.4,8,7,,34.4,418(-2),中京,49,中6週,Y,,3,ハービンジャー,アドマイヤベガ,
7,7,キミノナハマリア,牝3,松山,栗東・千田,差し,3.0,1,2,3歳1勝クラス,36.0,490(+4),中山,79,中10週,Y,,3,ハービンジャー,ヴィクトワールピサ,
8,7,マスキュリン,牝3,和田竜,栗東・新谷,差し,101.5,9,9,,35.9,432(0),小倉,41,中5週,Y,,3,ワンアンドオンリー,デインヒル,
9,8,サーマルソアリング,牝3,岩田望,栗東・藤原,差し,8.2,5,10,,33.5,462(-6),阪神,21,中2週,Y,,3,ドゥラメンテ,Street Cry,
10,8,メテオリート,牝3,吉田隼,栗東・吉岡,差し,14.2,7,4,,34.7,470(-12),中京,56,中7週,Y,,3,ドレフォン,ディープインパクト,
