券種,組み合わせ,配当,人気
単勝,5,890,5
複勝,5,280,5
複勝,2,400,7
複勝,3,180,2
枠連,2-5,6140,18
馬連,2-5,7420,21
ワイド,2-5,1870,21
ワイド,3-5,650,8
ワイド,2-3,1270,18
馬単,5-2,9930,40
3連複,2-3-5,9600,32
3連単,5-2-3,62910,204
