着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,3,カリボール,牡8,57.0,杉原,1:08.8,,9,37.1,34.0,栗東西村,486(-8)
2,2,4,エターナルタイム,牝5,55.0,戸崎圭,1:08.9,3/4,1,1.6,34.3,美浦中川,488(-2)
3,1,1,デュガ,牡5,57.0,丸山,1:08.9,クビ,6,15.1,33.8,栗東森秀,496(-14)
4,6,11,ブーケファロス,牡4,57.0,菅原明,1:09.0,クビ,2,6.1,33.9,美浦清水英,444(-4)
5,7,14,サンライズオネスト,牡7,58.0,吉田豊,1:09.0,アタマ,3,9.7,33.7,栗東河内,472(-8)
6,4,7,トーセンローリエ,牝4,55.0,横山琉,1:09.4,2.1/2,5,15.0,34.5,美浦小笠,444(-2)
7,5,9,バンデルオーラ,牡5,57.0,菊沢,1:09.4,クビ,12,56.4,34.0,栗東牧浦,472(0)
8,3,6,フレッチア,牡9,57.0,石川,1:09.6,1,8,30.1,34.8,美浦木村,500(+10)
9,1,2,サトノアイ,牝6,55.0,丸田,1:09.6,アタマ,14,139.6,34.0,美浦森一,448(+4)
10,8,16,チェアリングソング,セ7,57.0,原,1:09.6,クビ,15,161.4,34.0,美浦青木,468(-2)
11,5,10,エナジーグラン,牡5,57.0,小沢,1:09.6,ハナ,11,42.8,34.1,栗東高柳大,476(0)
12,8,15,アビッグチア,牝6,55.0,柴田善,1:09.7,クビ,4,13.7,35.6,美浦水野,506(-4)
13,4,8,ロードベイリーフ,牡7,57.0,田辺,1:09.8,1,10,42.6,34.5,栗東森田,498(0)
14,7,13,スリーパーダ,牝5,55.0,石橋脩,1:09.9,1/2,7,26.6,35.3,栗東斉藤崇,426(-4)
15,6,12,ベラジオソノダラブ,牡4,57.0,木幡巧,1:10.2,2,13,128.2,34.4,栗東小椋,480(+8)
16,3,5,グラスミヤラビ,牝5,55.0,佐藤,1:10.7,2.1/2,16,205.1,34.7,美浦杉浦,516(-2)
