コーナー,通過順
1コーナー,"(*14,13)(2,4,7)(6,10)-5-(9,8)-1,12-11-3"
2コーナー,"14,13(2,4)(6,10,7)-5-(9,8)-1,12,11,3"
3コーナー,"14(2,13,4)7(6,10)(9,5)(8,1)11(3,12)"
4コーナー,"14(2,4,1)(6,7)(3,10,8)(9,5)(11,13,12)"
