馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,スピードリッチ,牡4,藤岡佑,栗東・藤岡,先行,20.6,6,7,,34.7,484(+4),京都,35,中4週,Y,,3,ドレフォン,ハーツクライ,
2,2,サクソンジェンヌ,牝4,坂井,栗東・高橋忠,先行,30.7,9,1,3歳以上2勝クラス,34.7,470(+2),京都,27,中3週,Y,,3,Saxon Warrior,Dark Angel,
3,3,アマキヒ,牡3,戸崎圭,美浦・国枝,差し,4.6,3,11,,35.7,498(+6),京都,62,中8週,Y,,3,ブラックタイド,キングカメハメハ,
4,3,ローザサンリヴァル,牡4,プーシ,栗東・高野,差し,7.8,4,1,,34.6,508(+2),福島,41,中5週,Y,,3,ルーラーシップ,クロフネ,
5,4,フルール,牝5,荻野極,美浦・上原佑,先行,26.7,8,11,,36.2,504(+12),京都,55,中7週,Y,,3,キズナ,Malibu Moon,
6,4,レッドテリオス,牡4,マーカ,美浦・古賀,差し,4.0,2,6,,34.4,490(+10),京都,35,中4週,Y,,3,ジャスタウェイ,Efisio,
7,5,アスターブジエ,牡5,西村淳,栗東・中竹,差し,23.4,7,4,,34.5,468(-4),京都,35,中4週,Y,,3,オルフェーヴル,マンハッタンカフェ,
8,5,アームブランシュ B,牡5,吉田豊,美浦・竹内,追込,377.4,14,14,,38.9,462(0),中山,20,中2週,Y,,3,キズナ,キングカメハメハ,
9,6,モズマーヴェリック,牡4,三浦,栗東・牧浦,差し,100.4,10,11,,33.5,486(+6),新潟,63,中8週,Y,,3,リアルスティール,キングカメハメハ,
10,6,レッドヴェロシティ B,牡7,杉原,美浦・木村,差し,146.9,11,7,,34.5,540(-8),東京,75,中10週,Y,,3,ワールドエース,シンボリクリスエス,
11,7,フェミナフォルテ,牝5,横山琉,美浦・小島,差し,333.4,13,12,,35.8,432(+8),阪神,13,中1週,Y,,3,エピファネイア,ジャングルポケット,
12,7,サークルオブジョイ,牡4,北村友,栗東・池添,,17.1,5,1,3歳以上2勝クラス,35.0,502(+4),京都,48,中6週,Y,,3,Constitution,Colonel John,
13,8,メイテソーロ,牡5,,美浦・武市,差し,201.3,12,14,,38.8,500(0),東京,33,中4週,Y,,3,ミッキーロケット,リンカーン,
14,8,ミクニインスパイア,牡3,丹内,美浦・林,逃げ,2.4,1,1,3歳以上2勝クラス,34.1,508(0),中山,20,中2週,Y,,3,アドマイヤマーズ,ティンバーカントリー,
