馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ハナウマビーチ,牡4,横山琉,栗東・西園翔,差し,40.3,10,9,,35.9,,東京,91,中12週,Y,,3,ゴールドドリーム,スキャターザゴールド,,B
2,2,イミグラントソング,牡4,津村,美浦・辻,追込,10.9,6,12,,34.3,,東京,97,中13週,Y,,3,マクフィ,ディープインパクト,,
3,3,モンブランミノル,牡5,佐々木,栗東・小栗,先行,5.5,3,9,,41.0,,小倉,69,中9週,Y,,3,キズナ,Congrats,,
4,3,イムホテプ,牡4,横山武,美浦・古賀大,先行,8.2,5,11,,39.4,,中山,195,中27週,Y,Y,3,ニューイヤーズデイ,アグネスタキオン,,
5,4,カンピオーネ,牡7,菊沢,美浦・栗田,差し,44.4,11,8,,37.9,,福島,76,中10週,Y,,3,ヘニーヒューズ,ダンシングブレーヴ,,
6,4,レアンダー,牡5,大野,栗東・大根田,,19.1,8,14,,39.4,,京都,125,中17週,Y,,3,シルバーステート,プリサイスエンド,,
7,5,マーズオデッセイ,牡4,三浦,美浦・田中勝,差し,4.8,2,2,,37.4,,中京,27,中3週,Y,,3,アドマイヤマーズ,Freud,,
8,5,アクションプラン,牡6,丹内,美浦・池上,先行,18.0,7,11,,43.4,,札幌,42,中5週,Y,,3,リオンディーズ,タートルボウル,,
9,6,ドバイブルース,牡5,丸山,美浦・加藤征,先行,6.6,4,1,,36.6,,福島,69,中9週,Y,,3,キンシャサノキセキ,Monsun,,B
10,6,ショウナンライシン,牡6,,美浦・大竹,差し,48.5,12,7,,38.6,,新潟,21,中2週,Y,,3,エスケンデレヤ,フジキセキ,,B
11,7,バラジ,セ7,小崎,栗東・井上,先行,58.2,13,9,障害3歳以上未勝利,13.4,,新潟,55,中7週,Y,,3,ヴァンセンヌ,アラジ,,
12,7,マンマリアーレ,牝6,吉田豊,美浦・高木,追込,68.9,14,9,,37.7,,中京,27,中3週,Y,,3,ゴールドシップ,Bernardini,,
13,8,ゴールデンクラウド,牡4,ルメー,栗東・小林,先行,3.7,1,6,,37.1,,阪神,98,中13週,Y,,3,Cloud Computing,Medaglia d'Oro,,
14,8,ハビレ,牡5,岩田康,美浦・武井,差し,34.9,9,5,,38.6,,新潟,21,中2週,Y,,3,ヘニーヒューズ,ブラックタイド,,
