着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,3,アイファースキャン,牡4,58.0,望月洵,1:25.0,,15,99.0,37.4,美浦根本,488(0)
2,2,4,ランスオブサターン,牝4,56.0,佐藤,1:25.0,クビ,5,7.4,37.3,栗東本田,452(+4)
3,1,2,エムズマインド,牡4,58.0,河原田,1:25.2,1.1/4,1,4.0,36.8,栗東荒川,522(+4)
4,3,6,ロードオルデン,牡5,58.0,田口,1:25.3,1/2,3,6.2,35.9,栗東辻野,486(-2)
5,8,16,トウカイファクター,セ5,58.0,土田,1:25.5,1,10,36.7,38.6,美浦菊川,466(-6)
6,6,12,ファイヴレター,牡7,58.0,古川奈,1:25.7,1,13,61.1,36.6,美浦佐藤吉,474(+4)
7,4,7,タイキエクセロン,牡5,58.0,及川烈,1:25.7,ハナ,11,40.2,36.1,栗東西園翔,508(+4)
8,7,14,リンクスルーファス,牝5,56.0,土方颯,1:25.7,クビ,6,14.4,36.1,美浦手塚,508(0)
9,5,9,マコトゴコタイ,牡6,58.0,谷内貫,1:25.8,1/2,8,22.4,38.0,栗東鮫島,514(+6)
10,5,10,ノーブルマルシェ,牝4,56.0,石田,1:25.8,クビ,16,131.8,37.5,美浦久保田,470(+4)
11,1,1,アイオブザストーム,牝4,56.0,長浜,1:26.2,2.1/2,12,48.1,37.6,栗東岡田,468(-2)
12,4,8,ワイワイレジェンド,牡3,57.0,室陽一,1:26.3,1/2,2,4.4,40.3,栗東矢作,478(-12)
13,3,5,パンデアスカル,牡4,58.0,鷹見陸,1:26.3,アタマ,7,19.8,38.3,栗東小椋,504(-6)
14,8,15,クリノクリスタル,牝4,56.0,長江慶,1:26.4,クビ,14,75.7,38.1,栗東大橋,466(0)
15,7,13,メイショウホオズキ,牝6,56.0,橋木,1:27.9,9,9,25.4,40.7,美浦高柳瑞,476(+2)
16,6,11,ユイノイチゲキ,牡4,58.0,加藤翔,1:29.0,7,4,6.2,43.0,美浦深山,512(+8)
