コーナー,通過順
1コーナー,"10,13,12-2-(3,6)11,7(5,8)-4(1,9)"
2コーナー,"10,13,12=2(3,6)(7,11)(5,8)-(4,1)9"
3コーナー,"10,13(12,3)(6,2,11)(5,8)7(4,1)9"
4コーナー,"10-3,13(12,6,11)8(7,5)2(4,1)9"
