馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ペイシャオウユー,牝5,丸山,美浦・石栗,追込,16.8,8,8,,36.1,476(+4),小倉,14,中1週,Y,,3,アイルハヴアナザー,Consolidator,
2,2,ウインホノカ,牝7,野中,美浦・本間,差し,185.5,15,9,,37.2,424(+2),小倉,7,連闘,Y,,3,フリオーソ,ステイゴールド,
3,2,タイセイヴィーナス,牝5,富田,栗東・大橋,先行,19.1,9,14,4歳以上2勝クラス,39.2,462(-12),中京,21,中2週,Y,,3,シニスターミニスター,アッミラーレ,
4,3,センタースリール,牝4,丹内,美浦・本間,差し,111.5,14,15,,39.4,476(0),小倉,7,連闘,Y,,3,ベルシャザール,ディープブリランテ,
5,3,ウォーターアンク,牝5,菱田,栗東・岡田,差し,35.0,11,10,,36.9,486(-8),中京,13,中1週,Y,,3,オルフェーヴル,フレンチデピュティ,
6,4,リースタル B,牝4,西村淳,栗東・森田,,10.2,4,9,4歳以上2勝クラス,38.3,440(+2),中京,21,中2週,Y,,3,ロードカナロア,フジキセキ,
7,4,リファインドマナー,牝5,松本,栗東・杉山佳,先行,22.2,10,12,,37.2,454(0),小倉,14,中1週,Y,,3,パイロ,サンデーサイレンス,
8,5,サンバデジャネイロ B,牝5,団野,栗東・奥村豊,差し,58.7,13,14,4歳以上2勝クラス,39.3,446(-6),中京,7,連闘,Y,,3,ルーラーシップ,サンデーサイレンス,
9,5,コンスタンティン B,牝4,,栗東・石坂,先行,3.0,1,3,,36.5,476(+8),小倉,14,中1週,Y,,3,オルフェーヴル,クロフネ,
10,6,エレファンティネ,牝5,斎藤,美浦・斎藤誠,先行,51.0,12,13,3歳以上2勝クラス,38.4,434(+6),中山,119,中16週,Y,,3,American Pharoah,Star Dabbler,
11,6,バライロノキセキ,牝5,藤岡佑,栗東・中竹,先行,10.6,5,11,3歳以上2勝クラス,39.8,482(-10),阪神,41,中5週,Y,,3,キンシャサノキセキ,Nedawi,
12,7,メイショウハナモモ,牝5,角田河,栗東・松永昌,差し,9.3,3,4,,35.9,468(+6),小倉,14,中1週,Y,,3,オルフェーヴル,A.P. Indy,
13,7,ジャルジェ,牝6,藤岡康,栗東・千田,先行,12.5,7,3,4歳以上2勝クラス,37.6,494(+2),中京,21,中2週,Y,,3,キズナ,ワイルドラッシュ,
14,8,ドローム,牝5,松岡,栗東・飯田雄,差し,10.7,6,5,,36.2,472(+4),小倉,14,中1週,Y,,3,スマートファルコン,ブラックタイアフェアー,
15,8,フローラルビアンカ,牝4,北村友,栗東・田中克,先行,4.6,2,2,3歳以上2勝クラス,37.6,486(+6),阪神,55,中7週,Y,,3,ドレフォン,フジキセキ,
