着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,タイセイフェリーク,牝4,56.0,藤懸,2:00.6,,6,23.7,34.5,栗東田中克,426(+10)
2,7,9,タケトンボ,牝5,56.0,秋山稔,2:00.6,ハナ,8,51.6,35.2,栗東宮,446(0)
3,6,6,ランスオブクイーン,牝3,53.0,川田,2:00.6,アタマ,1,1.3,34.7,栗東奥村豊,438(-4)
4,7,8,リラボニート,牝3,53.0,浜中,2:00.8,1.1/4,4,15.3,35.2,栗東須貝,464(-6)
5,8,10,イトカワサクラ,牝4,56.0,幸,2:01.1,1.1/2,2,6.2,35.0,栗東牧田,466(0)
6,1,1,アウフヘーベン,牝4,56.0,松山,2:01.2,3/4,5,22.6,35.3,栗東高橋亮,460(-2)
7,8,11,エンタングルメント,牝5,56.0,横山和,2:01.4,1,7,32.0,35.3,栗東昆,516(-2)
8,3,3,カンティプール,牝5,56.0,西村淳,2:01.5,1/2,3,8.4,35.9,栗東渡辺,488(0)
9,4,4,フォーチュンコード,牝4,56.0,藤岡佑,2:01.6,1.1/4,10,60.8,35.3,栗東小林,478(+2)
10,2,2,コイニョウボウ,牝4,56.0,永島,2:01.8,1.1/4,9,53.3,35.7,栗東中尾,418(0)
11,5,5,フォーランマリア,牝5,56.0,田口,2:02.5,4,11,169.2,36.2,栗東森田,412(+6)
