馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ポケットブック,牡2,小崎,美浦・池上,,257.1,16,,,,426(0),,,,,,,ステルヴィオ,ノーザンリバー,,
2,1,ジェイエルキール,牝2,江田照,美浦・菊川,,135.2,12,,,,422(0),,,,,,,ノーブルミッション,サウスヴィグラス,,
3,2,クラウンロムパイア,牡2,木幡育,美浦・松永康,,315.4,18,,,,454(0),,,,,,,レッドファルクス,タートルボウル,,
4,2,エクラドリオン,牡2,ルメー,美浦・中舘,,1.5,1,,,,440(0),,,,,,,リオンディーズ,アグネスタキオン,,
5,3,ショウナンバッカス,牡2,岩田康,美浦・栗田,,134.5,11,,,,442(0),,,,,,,スワーヴリチャード,ネオユニヴァース,,
6,3,ヨツバ,牡2,杉原,美浦・本間,,208.1,13,,,,452(0),,,,,,,フォーウィールドライブ,シニスターミニスター,,
7,4,タワーウマザンマイ,牡2,,美浦・青木,,40.2,8,,,,502(0),,,,,,,タワーオブロンドン,ダイワメジャー,,
8,4,チョトツモウシン,牡2,菅原隆,美浦・小手川,,216.1,14,,,,434(0),,,,,,,インティ,シンボリクリスエス,,
9,5,ニシノムホウモノ,牡2,ミシェ,美浦・村田,,22.5,7,,,,458(0),,,,,,,ビッグアーサー,ディープインパクト,,
10,5,レッドアバンドーネ,牡2,津村,美浦・上原佑,,8.9,3,,,,444(0),,,,,,,Minzaal,Galileo,,
11,6,アヴァンデセール,牝2,佐藤,美浦・田中剛,,61.0,9,,,,490(0),,,,,,,タワーオブロンドン,スペシャルウィーク,,
12,6,セレスティナ,牝2,今村,美浦・高柳瑞,,7.5,2,,,,426(0),,,,,,,コントレイル,Ghostzapper,,
13,7,イントリー,牝2,武藤,美浦・尾形,,16.2,5,,,,410(0),,,,,,,フィエールマン,ルーラーシップ,,
14,7,イデアモッコス,牡2,野中,美浦・的場,,236.0,15,,,,434(0),,,,,,,ビッグアーサー,リンカーン,,
15,7,コメットサン,牝2,松山,栗東・西園翔,,9.9,4,,,,442(0),,,,,,,ビッグアーサー,ディープインパクト,,
16,8,ホワイトホール,牝2,嶋田,美浦・清水英,,68.8,10,,,,432(0),,,,,,,ロジャーバローズ,スウェプトオーヴァーボード,,
17,8,モチロンコクラ,牝2,小林凌,美浦・伊藤伸,,293.6,17,,,,428(0),,,,,,,ホークビル,ネオユニヴァース,,
18,8,ショウナンワンパク,牡2,丸山,美浦・古賀大,,20.1,6,,,,454(0),,,,,,,カラヴァッジオ,キンシャサノキセキ,,
