馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ニシノイサリビ,牡2,戸崎圭,美浦・斎藤誠,,1.5,1,,,,484(0),,,,,,,ダノンスマッシュ,ゴールドアリュール,,
2,2,スリーフラワー,牝2,佐藤,美浦・伊藤圭,,12.1,4,,,,426(0),,,,,,,グレーターロンドン,ロードカナロア,,
3,3,アップルザビート,牡2,石川,美浦・本間,,53.4,8,,,,432(0),,,,,,,エスケンデレヤ,ステイゴールド,,
4,4,リーディンアクター,牡2,西村太,美浦・堀内,,14.3,5,,,,402(0),,,,,,,ゴールドドリーム,ローエングリン,,
5,5,ディスペアーホープ,牡2,菊沢,美浦・小手川,,12.1,3,,,,414(0),,,,,,,ステルヴィオ,ステイゴールド,,
6,6,トムキャット,牝2,松岡,美浦・伊藤伸,,72.1,10,,,,436(0),,,,,,,ステルヴィオ,クロフネ,,
7,6,パルセノスミハ,牝2,石橋脩,美浦・菊川,,63.4,9,,,,424(0),,,,,,,ヘニーヒューズ,Bernardini,,
8,7,センカンナガト,牡2,石神道,美浦・和田雄,,125.4,11,,,,398(0),,,,,,,ロジャーバローズ,ゴールドヘイロー,,
9,7,ソースウィート,牝2,小林脩,美浦・久保田,,18.3,7,,,,394(0),,,,,,,インディチャンプ,Encosta de Lago,,
10,8,セイリュウ,牡2,木幡巧,美浦・高木,,5.2,2,,,,458(0),,,,,,,スノードラゴン,マーベラスサンデー,,
11,8,アドバンスアゲイン,牝2,武藤,美浦・武藤,,16.2,6,,,,428(0),,,,,,,ミスチヴィアスアレックス,アドマイヤムーン,,
