馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アメリカンピース,セ7,小坂,栗東・東田,先行,39.2,12,6,,13.4,450(-2),福島,28,中3週,Y,,3,Tapit,Ghostzapper,,
2,2,キングサーガ,セ8,小野寺,栗東・小栗,差し,3.6,1,1,障害3歳以上未勝利,13.5,502(+8),東京,55,中7週,Y,,3,キングカメハメハ,ディープインパクト,,
3,3,ジオフロント,牡7,鷲頭,栗東・清水久,先行,3.7,2,1,,13.6,486(+10),東京,77,中10週,Y,,3,ハーツクライ,キングカメハメハ,,
4,3,ヴラディア,牡6,石神深,美浦・小西,先行,36.7,11,4,,13.9,484(+4),京都,56,中7週,Y,,3,ラブリーデイ,マーベラスサンデー,,
5,4,テイエムマジック,牡7,難波,栗東・鈴木孝,先行,5.6,3,6,,13.8,534(+2),京都,70,中9週,Y,,3,マジェスティックウォリアー,スペシャルウィーク,,B
6,4,ゲインサポート,セ4,森一,栗東・斉藤崇,先行,12.5,6,1,障害3歳以上未勝利,14.0,458(+2),京都,48,中6週,Y,,3,デクラレーションオブウォー,アグネスタキオン,,B
7,5,シャンドゥレール,セ5,五十嵐,美浦・国枝,差し,31.9,8,6,,13.3,496(0),新潟,112,中15週,Y,,3,エピファネイア,Quality Road,,
8,5,スピアヘッド,牡6,坂口,美浦・菊川,差し,34.6,10,7,,13.7,450(-2),東京,77,中10週,Y,,3,ハービンジャー,スペシャルウィーク,,
9,6,ブリエヴェール,牡7,金子,美浦・小笠,追込,73.5,13,9,,13.5,454(-2),東京,62,中8週,Y,,3,エイシンフラッシュ,ゴールドアリュール,,
10,6,ポリトナリティー,牝4,江田勇,美浦・和田雄,差し,214.4,14,,,0.0,430(+16),京都,70,中9週,Y,,3,エイシンヒカリ,バチアー,,
11,7,ウィズユアドリーム,牡5,高田,栗東・宮地,先行,17.0,7,1,障害3歳以上未勝利,13.8,508(-4),中山,104,中14週,Y,,3,サトノダイヤモンド,ディスクリートキャット,,
12,7,ウイングランブルー,牡5,大江圭,美浦・深山,,8.9,5,3,,13.9,482(+8),京都,56,中7週,Y,,3,ゴールドシップ,ボストンハーバー,,
13,8,ルドヴィクス,牡7,上野,美浦・久保田,先行,8.0,4,7,,13.4,518(0),新潟,112,中15週,Y,,3,モーリス,シンボリクリスエス,,
14,8,ニシノパプルブリリ,牝5,,美浦・加藤和,差し,32.8,9,10,,14.0,492(+4),中山,98,中13週,Y,,3,ディープブリランテ,アドマイヤオーラ,,B
