馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,カエルム,牡3,古川吉,栗東・安田,差し,6.0,3,4,3歳以上1勝クラス,34.5,470(+12),札幌,84,中11週,Y,,3,ブラックタイド,キングカメハメハ,,
2,2,ダズリングブレイヴ,セ4,亀田,栗東・斉藤崇,差し,11.7,4,9,3歳以上1勝クラス,35.2,488(-6),小倉,427,中60週,Y,Y,3,Saxon Warrior,Style Vendome,,
3,3,リヤンドゥミラクル,牝3,大野,美浦・和田勇,差し,20.6,5,14,3歳以上1勝クラス,33.9,426(-4),中山,41,中5週,Y,,3,ルーラーシップ,ハーツクライ,,
4,4,ストーンズ,牡3,杉原,栗東・友道,先行,3.0,2,5,,37.2,502(-2),京都,273,中38週,Y,Y,2,ドゥラメンテ,Cross Traffic,,
5,5,ロストボール,セ5,河原田,美浦・加藤和,差し,139.5,10,8,3歳以上1勝クラス,34.7,444(0),東京,14,中1週,Y,,3,フリオーソ,ストリートセンス,,
6,6,ブラックサンライズ,牝3,小沢,栗東・音無,逃げ,36.3,9,8,3歳以上1勝クラス,39.0,484(-2),中京,69,中9週,Y,,3,キタサンブラック,クロフネ,,
7,7,キャンディレイ,牝3,菊沢,美浦・武市,差し,21.3,6,5,3歳未勝利,34.0,502(+2),新潟,49,中6週,Y,,3,ハービンジャー,ハーツクライ,,
8,7,シェアホルダーズ,牡3,酒井,栗東・松永幹,先行,30.3,7,12,3歳以上1勝クラス,45.0,476(-14),札幌,62,中8週,Y,,3,アルアイン,ハービンジャー,,
9,8,クイーンズワーフ,牝3,長浜,美浦・青木,,32.5,8,16,3歳以上1勝クラス,34.7,442(-2),中山,41,中5週,Y,,3,アルアイン,キンシャサノキセキ,,
10,8,ヴァイザーブリック,牡3,荻野極,美浦・池上,先行,2.0,1,2,,34.3,464(0),新潟,56,中7週,Y,,3,ブリックスアンドモルタル,アドマイヤベガ,,
