着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,エルバリオ,牡4,58.0,松山,1:23.2,,6,11.5,36.6,栗東高野,524(-2)
2,3,6,アメリカンファクト,牡8,58.0,坂井,1:23.3,3/4,15,288.6,36.2,美浦戸田,512(+4)
3,3,5,スプラウティング,牡4,58.0,石橋脩,1:23.6,1.3/4,10,27.6,37.6,栗東西園正,514(+4)
4,8,15,アルメイダミノル,牡5,58.0,横山典,1:23.6,クビ,12,98.9,35.6,栗東北出,528(+4)
5,6,12,イグザルト,牡4,58.0,レーン,1:23.7,クビ,2,4.7,36.6,美浦田中剛,504(0)
6,4,8,オールフラッグ,牡4,58.0,内田博,1:23.7,ハナ,5,9.7,36.8,美浦奥村武,490(0)
7,7,13,メイショウヒューマ,牡5,58.0,武豊,1:23.8,3/4,8,20.2,37.7,栗東藤岡,480(0)
8,7,14,アルファマム,牝4,56.0,戸崎圭,1:24.0,1,3,5.1,36.6,栗東佐々木,466(0)
9,6,11,アウリガテソーロ,牡5,58.0,佐々木,1:24.4,2.1/2,11,66.7,37.8,美浦加藤士,510(0)
10,5,10,ダンケシェーン,セ8,58.0,田中勝,1:24.4,クビ,13,155.5,37.1,栗東昆,476(-4)
11,4,7,ヘイセイメジャー,牡6,58.0,池添,1:24.5,1/2,16,336.9,36.8,栗東木原,490(-6)
12,5,9,レッドラマンシュ,牡4,58.0,ルメー,1:24.6,1/2,1,3.6,38.0,栗東庄野,470(+2)
13,1,2,ゴダイリキ,牡5,58.0,横山武,1:24.6,ハナ,9,22.4,38.1,栗東牧浦,498(-10)
14,2,3,カズプレスト,牡4,58.0,川田,1:25.0,2.1/2,4,7.3,38.2,栗東高柳大,532(-2)
15,2,4,ウインアキレウス,牡5,58.0,松岡,1:25.3,1.3/4,7,15.4,39.4,栗東加用,504(0)
中止,8,16,コパノミッキー,牡4,58.0,永野,,,14,167.9,,栗東村山,480(+1)
