券種,組み合わせ,配当,人気
単勝,4,260,1
複勝,4,180,2
複勝,2,810,11
複勝,3,360,5
枠連,1-2,1460,4
馬連,2-4,5200,18
ワイド,2-4,2010,21
ワイド,3-4,630,4
ワイド,2-3,5120,48
馬単,4-2,6850,23
3連複,2-3-4,14600,46
3連単,4-2-3,51790,153
