着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,12,ソレルビュレット,牡4,58.0,ルメー,1:53.9,,1,2.2,38.1,美浦宮田,522(+2)
2,2,3,ドバイブルース,牡4,58.0,モレイ,1:54.1,1.1/4,2,2.6,37.8,美浦加藤征,508(0)
3,5,10,オールマキシマム,牝5,56.0,小林脩,1:54.2,3/4,12,88.2,37.6,美浦奥平,458(+10)
4,7,14,プルナチャンドラ,牡4,58.0,横山和,1:54.7,3,4,17.1,38.5,美浦小野,502(-4)
5,7,13,サパテアール,セ6,58.0,丹内,1:54.8,クビ,8,50.2,38.3,美浦畠山,522(+12)
6,1,1,カムランベイ,牡5,58.0,津村,1:54.8,クビ,9,62.5,38.1,美浦岩戸,504(-6)
7,3,5,ホレーショ,牡4,58.0,杉原,1:55.2,2.1/2,3,5.1,38.8,美浦西田,520(+2)
8,4,8,スプレーフォール,牡4,58.0,佐々木,1:55.4,1.1/4,14,187.4,39.4,美浦相沢,452(-2)
9,2,4,スピーディブレイク,牡5,58.0,岩田望,1:55.4,ハナ,7,47.2,38.3,美浦村田,458(+4)
10,5,9,マイネルトルファン,牡6,58.0,柴田大,1:55.4,ハナ,11,73.3,38.4,美浦粕谷,512(+4)
11,8,16,レオスパーク,牡4,58.0,木幡巧,1:55.9,3,13,103.1,40.1,美浦牧,506(-4)
12,8,15,オソルノ,セ5,58.0,菅原明,1:55.9,クビ,6,34.4,39.8,美浦萩原,494(-6)
13,4,7,カフェアローロ,牝4,56.0,内田博,1:56.1,3/4,10,67.9,38.7,美浦古賀,498(+4)
14,6,11,アッティラ,牡5,58.0,石橋脩,1:56.2,3/4,16,291.6,39.5,美浦相沢,458(+2)
15,1,2,サトミノマロン,牡6,58.0,横山武,1:56.3,クビ,15,215.7,40.1,美浦鈴木伸,528(0)
16,3,6,フラッシング,牡4,58.0,武豊,1:56.9,4,5,29.3,40.5,栗東牧浦,484(-6)
