券種,組み合わせ,配当,人気
単勝,1,410,3
複勝,1,100,1
複勝,4,100,2
複勝,2,100,3
馬連,1-4,290,2
ワイド,1-4,120,2
ワイド,1-2,190,3
ワイド,2-4,120,1
馬単,1-4,750,4
3連複,1-2-4,190,1
3連単,1-4-2,1740,6
