券種,組み合わせ,配当,人気
単勝,6,370,2
複勝,6,260,2
複勝,5,360,4
複勝,7,1340,9
枠連,5-6,1520,6
馬連,5-6,1460,5
ワイド,5-6,530,4
ワイド,6-7,1760,18
ワイド,5-7,3040,28
馬単,6-5,2530,10
3連複,5-6-7,12430,41
3連単,6-5-7,47600,138
