着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,モリアーナ,牝3,54.0,横山典,1:58.0,,4,6.6,34.3,美浦武藤,474(+4)
2,2,3,ヒップホップソウル,牝3,54.0,横山武,1:58.1,1/2,2,3.7,35.9,美浦木村,490(0)
3,7,13,シランケド,牝3,54.0,国分恭,1:58.3,1.1/4,9,45.2,35.0,栗東牧浦,502(+2)
4,3,5,キミノナハマリア,牝3,54.0,ルメー,1:58.4,3/4,6,11.3,35.8,栗東千田,494(+2)
5,4,7,ミシシッピテソーロ,牝3,54.0,石川,1:58.5,1/2,8,25.2,35.6,美浦畠山,438(+4)
6,1,1,ミタマ,牝3,54.0,松若,1:58.5,クビ,10,54.3,35.9,栗東上村,478(+12)
7,5,9,フルール,牝3,54.0,石橋脩,1:58.7,1.1/4,16,167.2,35.3,美浦上原佑,478(-2)
8,4,8,ニシノコウフク,牝3,54.0,永野,1:58.8,クビ,15,144.3,35.9,美浦伊藤大,466(-6)
9,8,15,エミュー,牝3,54.0,Mデム,1:58.9,1/2,5,9.8,35.7,美浦和田郎,426(+4)
10,7,14,グランベルナデット,牝3,54.0,松山,1:59.2,2,1,3.7,36.8,美浦大竹,500(+2)
11,3,6,フィールザオーラ,牝3,54.0,三浦,1:59.3,1/2,12,104.0,37.6,美浦武井,468(+4)
12,5,10,ソレイユヴィータ,牝3,54.0,西村淳,1:59.6,1.3/4,3,5.8,37.6,栗東杉山晴,456(+4)
13,6,12,アマイ,牝3,54.0,佐々木,1:59.6,ハナ,14,122.7,37.5,美浦伊藤大,444(+4)
14,2,4,ワイズゴールド,牝3,54.0,笹川翼,2:00.1,3,17,281.6,36.1,地方市村誠,432(+6)
15,8,17,ダルエスサラーム,牝3,54.0,坂井,2:00.1,アタマ,13,117.4,36.9,栗東高野,444(+4)
16,8,16,アップトゥミー,牝3,54.0,田辺,2:00.1,ハナ,7,13.3,36.5,美浦国枝,498(+12)
17,6,11,マーゴットミニモ,牝3,54.0,吉田豊,2:01.5,8,11,93.0,38.6,美浦伊坂,472(-12)
