券種,組み合わせ,配当,人気
単勝,14,160,1
複勝,14,110,1
複勝,12,740,10
複勝,15,210,4
枠連,7-8,2480,7
馬連,12-14,4050,12
ワイド,12-14,1400,16
ワイド,14-15,310,2
ワイド,12-15,3750,35
馬単,14-12,4690,14
3連複,12-14-15,6600,21
3連単,14-12-15,25290,71
