券種,組み合わせ,配当,人気
単勝,15,210,1
複勝,15,150,1
複勝,14,230,4
複勝,3,340,6
枠連,8-8,930,4
馬連,14-15,750,2
ワイド,14-15,370,2
ワイド,3-15,600,6
ワイド,3-14,1280,16
馬単,15-14,970,2
3連複,3-14-15,2870,6
3連単,15-14-3,7620,9
