着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,4,ウインスノーライト,牡3,54.0,長岡,1:59.6,,2,4.5,35.2,栗東杉山晴,484(+12)
2,4,8,ドットクルー,牡3,55.0,松山,1:59.9,1.1/2,6,15.5,34.7,栗東笹田,458(-6)
3,6,11,サクセスドレーク,牡4,57.0,藤岡康,1:59.9,クビ,1,3.6,34.5,栗東野中,514(+12)
4,3,5,ショウナンアデイブ,牡4,56.0,モレイ,1:59.9,ハナ,3,4.7,34.0,栗東高野,510(+2)
5,7,13,エイトキングゴッド,牡3,54.0,古川吉,2:00.1,1,14,165.4,34.9,美浦青木,474(+2)
6,4,7,ブリンク,牝5,53.0,西村淳,2:00.2,1/2,8,29.9,35.5,栗東吉岡,484(-4)
7,1,2,セグレドスペリオル,牡7,54.0,松若,2:00.2,ハナ,13,123.2,34.3,栗東宮本,488(+22)
8,5,10,マッハモンルード,牝5,52.0,酒井,2:00.3,1/2,7,29.5,35.3,栗東斉藤崇,508(0)
9,2,3,シンシアリダーリン,牝5,54.0,角田河,2:00.3,ハナ,10,31.5,34.7,栗東上村,448(-2)
10,6,12,ワレハウミノコ,牝3,53.0,坂井,2:00.3,クビ,4,6.2,34.6,栗東武英,450(+10)
11,1,1,ゲンパチムサシ,牡5,55.0,岩田望,2:00.4,1/2,11,39.6,34.6,栗東佐々木,510(+8)
12,7,14,シゲルローズマリー,セ4,54.0,高倉,2:00.5,3/4,16,191.7,34.8,栗東渡辺,466(+8)
13,3,6,スズカハービン,牡3,54.0,Mデム,2:00.5,クビ,9,31.0,35.0,栗東高橋忠,462(+4)
14,5,9,アサケエース,牡6,53.0,田口,2:00.6,クビ,12,80.4,34.6,栗東大橋,446(+10)
15,8,16,ビルボードクィーン,牝5,52.0,北村友,2:00.6,クビ,17,294.8,35.5,栗東小崎,454(-2)
16,8,15,キボウノダイチ,セ8,51.0,田中健,2:02.3,10,15,185.1,37.5,栗東飯田雄,514(+22)
17,8,17,スカーズ,牡3,54.0,団野,2:02.5,1.1/4,5,7.9,37.8,栗東武幸,492(-6)
