着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,8,マイネルレノン,牡6,58.0,丹内,1:07.8,,1,4.3,34.5,栗東宮,482(+2)
2,2,4,エマヌエーレ,牡5,58.0,荻野極,1:07.8,クビ,6,14.5,34.8,栗東平田,508(0)
3,5,10,ポエットリー,牝4,56.0,鮫島駿,1:08.0,1,8,16.7,34.4,栗東平田,472(-4)
4,8,18,シュヴェルトライテ,牝6,56.0,泉谷,1:08.1,1,12,56.2,33.7,美浦池上,446(0)
5,6,12,トーラスシャイン,牡4,58.0,松本,1:08.2,1/2,2,5.9,35.4,栗東田中克,474(+4)
6,3,5,ラキエータ,牝6,56.0,斎藤,1:08.3,1,9,19.3,34.7,栗東音無,430(+6)
7,6,11,ルーフ,牝5,56.0,藤岡佑,1:08.4,3/4,10,20.4,34.8,栗東清水久,482(-6)
8,2,3,ショウナンマッハ,セ6,58.0,国分恭,1:08.5,クビ,17,121.8,34.4,栗東茶木,492(-10)
9,5,9,ショウナンアレス,牡7,58.0,藤懸,1:08.5,アタマ,14,71.5,34.3,栗東新谷,538(+8)
10,7,13,ウルトラソニック,牡7,58.0,柴田裕,1:08.5,ハナ,13,58.8,35.0,栗東中尾,470(-12)
11,8,16,トーセンエスクード,牡5,58.0,吉田隼,1:08.6,3/4,3,6.0,35.0,美浦菊沢,454(+16)
12,8,17,コナブラック,牡6,58.0,川端,1:08.8,3/4,15,75.6,34.9,栗東清水久,524(0)
13,1,1,トーセンサンダー,牡6,58.0,佐々木,1:08.8,クビ,5,9.3,35.8,美浦杉浦,494(-6)
14,4,7,プロスペリダード,牝5,56.0,菊沢,1:08.9,クビ,11,21.6,35.2,栗東西園翔,444(-2)
15,7,14,タツダイヤモンド,牡5,58.0,高倉,1:09.0,1,7,15.7,35.4,栗東鮫島,478(-6)
16,7,15,メイショウエニシア,牝7,56.0,黛,1:09.1,1/2,18,152.7,36.8,栗東本田,462(+2)
17,3,6,ウォータールグラン,牝6,56.0,丸山,1:09.1,ハナ,4,6.6,36.9,栗東河内,518(+2)
18,1,2,トレンディスター,牝5,56.0,小沢,1:12.2,大,16,91.4,39.4,栗東高柳大,490(-2)
