着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,8,シャイニングソード,牡4,55.0,川田,2:25.0,,1,2.7,34.2,栗東中内田,504(-16)
2,6,7,エセルフリーダ,牝4,55.0,ルメー,2:25.1,1,2,3.3,34.4,美浦武藤,478(-2)
3,4,4,アバンデル,牡4,56.0,戸崎圭,2:25.5,2.1/2,4,5.9,34.2,美浦金成,448(0)
4,1,1,ダノンホイットニー,牝4,53.0,キング,2:25.8,1.3/4,3,4.9,34.8,美浦大竹,434(+12)
5,8,11,スピーディブレイク,牡5,55.0,横山武,2:25.8,ハナ,6,40.3,34.6,美浦村田,458(+6)
6,3,3,ノーブルクライ,牡5,56.0,内田博,2:25.8,アタマ,10,154.6,34.6,美浦田村,508(+2)
7,8,10,カフェグランデ,牡4,57.0,横山和,2:25.8,クビ,5,7.4,35.0,美浦嘉藤,468(+6)
8,5,5,シテフローラル,セ7,56.0,坂井,2:26.3,3,8,65.3,35.3,美浦堀,444(-6)
9,7,9,ナムアミダブツ,牡8,54.0,原,2:26.3,クビ,11,237.4,34.7,美浦加藤和,478(+8)
10,2,2,ソワドリヨン,牝5,54.0,北村宏,2:26.3,ハナ,7,48.8,35.3,美浦古賀,482(+12)
11,6,6,ロンギングドルチェ,牝4,50.0,木幡初,2:29.1,大,9,84.6,38.1,美浦竹内,488(+4)
