馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アサクサゲンキ,セ1,小牧加,栗東・音無,先行,6.1,2,1,,13.6,478(+2),中山,77,中10週,Y,,3,Stormy Atlantic,Dixieland Band,,
2,2,ブラックボイス,牡6,石神深,美浦・宮田,先行,6.3,3,6,,13.3,518(+6),東京,125,中17週,Y,,3,ブラックタイド,Giant's Causeway,,
3,3,アランデル,セ7,上野,美浦・大竹,先行,13.0,4,1,,13.3,542(+6),福島,91,中12週,Y,,3,ハービンジャー,サンデーサイレンス,,
4,3,テイエムタツマキ,牡7,黒岩,栗東・武英,先行,36.0,8,6,,14.1,508(-4),中山,56,中7週,Y,,3,キズナ,クロフネ,,B
5,4,サイード,セ6,小坂,栗東・角田,差し,15.5,5,1,,13.2,496(-6),中京,35,中4週,Y,,3,キズナ,ボストンハーバー,,
6,4,ナリノモンターニュ,牡8,五十嵐,美浦・上原博,差し,62.6,10,2,,13.6,524(+6),京都,70,中9週,Y,,3,ヴィクトワールピサ,エルコンドルパサー,,
7,5,ザレストノーウェア,牡7,,美浦・新開,差し,136.9,12,4,,13.4,476(+2),小倉,21,中2週,Y,,3,ディープインパクト,Gold Away,,B
8,5,スマイルスルー,牡5,高田,栗東・斉藤崇,逃げ,1.6,1,1,,13.5,524(+6),京都,98,中13週,Y,,3,ルーラーシップ,シンボリクリスエス,,
9,6,サペラヴィ,牡8,江田勇,美浦・南田,,18.5,6,1,,13.6,494(+4),東京,105,中14週,Y,,3,ローズキングダム,マンハッタンカフェ,,
10,6,ドゥラモンド,牡7,森一,美浦・手塚,先行,42.7,9,1,障害4歳以上未勝利,13.3,502(+8),小倉,21,中2週,Y,,3,ドゥラメンテ,Include,,
11,7,エンデュミオン,牡8,小野寺,栗東・清水久,差し,34.1,7,4,,13.6,470(+10),中山,40,中5週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,,
12,7,ピーターサイト,牡5,大江圭,美浦・村田,先行,181.3,13,5,,13.7,480(+6),中山,77,中10週,Y,,3,ワンアンドオンリー,ブライアンズタイム,,
13,8,サクラトップラン,牝6,田村,栗東・中尾,差し,311.8,14,8,3歳以上1勝クラス,41.8,472(-4),京都,118,中16週,Y,,3,ホッコータルマエ,ワイルドラッシュ,,
14,8,パーリーブラック,牡5,草野,美浦・伊坂,先行,85.0,11,10,,13.7,480(+2),中山,77,中10週,Y,,3,キタサンブラック,Anabaa,,
