着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,6,アイガーリー,牡2,55.0,菱田,1:36.5,,7,33.3,33.7,栗東秋山,440(0)
2,2,2,マサハヤルージュ,牝2,54.0,☆高杉,1:36.5,クビ,6,31.5,33.4,栗東千田,416(0)
3,5,5,ティタノマキア,牝2,55.0,松山,1:36.9,2,2,5.1,33.7,栗東池添,458(0)
4,1,1,トランスマリーン,牡2,55.0,和田竜,1:36.9,クビ,5,14.1,33.6,栗東平田,486(0)
5,4,4,フィアレスウィル,牡2,55.0,団野,1:37.0,1/2,8,36.0,33.7,栗東高橋忠,458(0)
6,8,9,ナムラティアラ,牝2,55.0,松若,1:37.1,クビ,9,39.3,34.3,栗東牧田,468(0)
7,3,3,クロナ,牡2,55.0,浜中,1:37.2,3/4,4,7.8,34.1,栗東高橋亮,464(0)
8,7,8,ディヴァインボンド,牝2,55.0,川田,1:37.5,2,1,1.7,34.0,栗東中内田,458(0)
9,8,10,エイシンティザー,牡2,55.0,武豊,1:38.8,8,3,6.5,35.8,栗東吉村,498(0)
10,7,7,ステラソレラ,牝2,53.0,◇永島,1:39.2,2.1/2,10,110.2,36.1,栗東高橋康,422(0)
