着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,ドロップオブライト,牝5,54.0,幸,1:07.5,,6,10.8,33.6,栗東福永,440(+4)
2,3,6,スズハローム,牡4,56.0,鮫島駿,1:07.5,クビ,3,6.5,33.4,栗東牧田,450(-2)
3,3,5,グランテスト,牝4,52.0,坂井,1:07.6,3/4,2,6.5,34.0,栗東今野,470(-6)
4,7,15,メイショウソラフネ,牡5,56.0,酒井,1:07.7,1/2,16,109.3,33.6,栗東石橋,444(+2)
5,4,7,ジャスティンスカイ,牡5,57.5,北村友,1:07.7,アタマ,5,9.5,33.2,栗東友道,522(-16)
6,6,12,カンチェンジュンガ,牡4,55.0,斎藤,1:07.9,3/4,8,13.6,33.1,栗東庄野,486(0)
7,1,2,キタノエクスプレス,牡6,55.0,国分優,1:08.0,1/2,1,4.0,33.7,栗東坂口,504(-4)
8,2,4,スコールユニバンス,牝5,51.0,藤懸,1:08.0,ハナ,18,187.0,33.4,栗東矢作,458(+8)
9,5,9,ブーケファロス,牡4,55.0,和田竜,1:08.0,クビ,13,70.3,33.6,美浦清水英,444(0)
10,6,11,グレイトゲイナー,牡7,56.5,吉村,1:08.1,1/2,11,38.2,34.4,栗東森秀,470(-4)
11,2,3,バースクライ,牝4,54.0,横山和,1:08.1,アタマ,7,11.5,33.0,栗東千田,492(0)
12,5,10,ヤクシマ,牡4,55.0,西塚,1:08.1,アタマ,17,143.3,33.2,栗東寺島,510(-10)
13,7,14,レッドヒルシューズ,牝4,53.0,団野,1:08.2,クビ,9,16.6,34.3,栗東武英,448(-4)
14,8,17,カリボール,牡8,56.0,杉原,1:08.2,アタマ,14,78.8,33.3,栗東西村,484(-2)
15,7,13,ショウナンハクラク,牡5,56.0,小沢,1:08.2,クビ,12,65.4,33.8,栗東松下,472(-2)
16,4,8,サウンドビバーチェ,牝5,56.0,永島,1:08.3,1/2,10,30.9,34.1,栗東高柳大,498(-8)
17,8,16,アグリ,牡5,58.5,西村淳,1:08.5,1,4,6.7,34.3,栗東杉山晴,494
18,8,18,アネゴハダ,牝5,53.0,角田和,1:09.1,3.1/2,15,96.4,35.2,栗東佐々木,460(+8)
