着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,8,ルシュヴァルドール,牡4,58.0,松山,1:52.5,,2,4.3,37.3,栗東矢作,536(-2)
2,5,9,ジャスパーグレイト,牡6,58.0,横山典,1:52.7,1.1/2,12,110.5,37.1,栗東森秀,486(0)
3,4,7,メイショウソウタ,牡4,58.0,菱田,1:52.8,クビ,5,12.6,37.3,栗東岡田,528(-2)
4,7,13,パシアンジャン,牡4,58.0,幸,1:53.0,1,3,8.5,37.8,栗東鈴木孝,450(-4)
5,2,3,ヒロノラメール,牡4,58.0,ルメー,1:53.1,1/2,4,12.1,37.8,栗東宮地,482(-4)
6,6,12,リトルハピ,牡4,58.0,坂井,1:53.1,ハナ,1,1.6,38.0,栗東大久保,460(0)
7,3,5,リチャ,牡5,58.0,川須,1:53.5,2.1/2,13,129.4,37.9,美浦田中博,496(+6)
8,7,14,スリリングチェイス,牡5,58.0,小沢,1:53.8,2,6,28.2,38.7,栗東渡辺,510(+4)
9,5,10,タイゲン,牡6,58.0,和田竜,1:54.2,2.1/2,11,104.4,38.4,栗東平田,476(+2)
10,8,16,アーマルコライト,牡4,58.0,吉村,1:54.4,1.1/4,8,64.7,38.5,栗東寺島,516(0)
11,6,11,リッケンバッカー,牡7,58.0,酒井,1:54.4,クビ,10,96.6,38.4,栗東西村,494(+10)
12,1,2,メイショウコガシラ,牡5,58.0,角田和,1:54.5,クビ,9,93.8,38.6,栗東本田,496(-8)
13,2,4,キュールエフウジン,牡6,58.0,松若,1:55.0,3,7,45.7,38.4,栗東中尾,500(+6)
14,8,15,プラーヴィ,セ5,58.0,高倉,1:55.5,3,16,229.3,39.3,美浦黒岩,464(-10)
15,1,1,カネトシブルーム,牡6,58.0,田口,1:56.5,6,14,167.0,41.5,栗東大橋,514(-12)
16,3,6,ヴィンテージボンド,牡6,58.0,小崎,1:56.5,ハナ,15,222.0,41.0,栗東西園正,502(+2)
