馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,シルバースピリット,セ6,大江原,美浦・蛯名正,差し,36.0,9,14,3歳以上1勝クラス,33.6,466(+18),東京,97,中13週,Y,,3,ディープインパクト,Vindication,,
2,2,コマンドライン,セ5,石神,美浦・武井,先行,11.0,6,14,,37.1,532(+10),京都,77,中10週,Y,,2,ディープインパクト,Tiz Wonderful,,
3,3,オステリア,牡5,井上,栗東・宮本,差し,49.1,10,9,障害3歳以上未勝利,13.7,520(-2),阪神,37,中4週,Y,,3,ドレフォン,ダイワメジャー,,
4,4,クリノクオン,牡4,上野,美浦・伊藤伸,先行,7.7,4,3,障害3歳以上未勝利,13.5,460(+12),福島,90,中12週,Y,,3,レインボーライン,ムーンバラッド,,
5,5,トランペットシェル,セ7,,美浦・戸田,差し,25.6,8,4,障害4歳以上未勝利,13.4,492(+2),小倉,20,中2週,Y,,3,ノヴェリスト,ゼンノロブロイ,,
6,5,ニシノフウジン,牡5,水沼,美浦・中野,先行,9.4,5,3,障害4歳以上未勝利,13.6,476(0),小倉,14,中1週,Y,,3,メイショウボーラー,スペシャルウィーク,,
7,6,カイザーバローズ,牡6,小牧加,栗東・音無,,4.0,2,4,障害3歳以上未勝利,13.4,458(+2),福島,83,中11週,Y,,3,ディープインパクト,Storm Cat,,
8,6,タガノチョコラータ,牝4,黒岩,栗東・角田,差し,88.4,11,7,障害3歳以上未勝利,13.6,508(-2),新潟,97,中13週,Y,,3,アメリカンペイトリオット,スペシャルウィーク,,B
9,7,サンライズホープ,牡7,中村,栗東・浜田,先行,5.4,3,7,障害3歳以上未勝利,13.9,524(-10),阪神,62,中8週,Y,,3,マジェスティックウォリアー,スペシャルウィーク,,
10,7,シュマンドロワ,牡4,鷲頭,美浦・加藤和,追込,202.0,12,12,障害3歳以上未勝利,14.1,484(+10),阪神,37,中4週,Y,,3,モーリス,キングカメハメハ,,
11,8,ヒルノダカール,牡8,高田,栗東・北出,先行,3.0,1,3,障害4歳以上未勝利,13.3,518(-8),小倉,21,中2週,Y,,3,ヴィクトワールピサ,メジロマックイーン,,
12,8,メイショウコホク,セ7,小野寺,栗東・藤沢,先行,14.4,7,4,障害4歳以上未勝利,13.4,494(+2),小倉,21,中2週,Y,,3,ダイワメジャー,Kris S.,,
