馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ダンツエラン,牝4,古川吉,栗東・本田,差し,82.9,13,15,,39.2,504(+12),福島,77,中10週,Y,,3,ロードカナロア,Into Mischief,,
2,2,ブラックチャリス,牝3,吉田隼,栗東・武幸,先行,3.8,1,15,,35.8,460(+2),阪神,76,中10週,Y,,3,キタサンブラック,トゥザワールド,,
3,3,ジョーメッドヴィン,牡5,横山琉,栗東・清水久,差し,13.8,7,8,,33.6,522(0),函館,14,中1週,Y,,3,ドレフォン,キングヘイロー,,
4,3,ステークホルダー,牡6,斎藤,美浦・斎藤誠,差し,134.9,14,11,,33.4,474(+4),中山,76,中10週,Y,,3,ハービンジャー,アドマイヤムーン,,B
5,4,ティニア,牡6,佐々木,栗東・池江,追込,10.1,6,7,,32.6,506(-2),京都,42,中5週,Y,,3,Frankel,Giant's Causeway,,
6,4,クファシル,牡6,北村友,栗東・池添,差し,47.2,11,8,,34.0,498(-6),福島,62,中8週,Y,,3,モーリス,ディープインパクト,,B
7,5,マイネルレノン,牡7,丹内,栗東・宮,先行,47.5,12,4,,33.5,488(0),京都,42,中5週,Y,,3,ダイワメジャー,マイネルラヴ,,
8,5,サウザンサニー,牡6,大野,美浦・岩戸,差し,25.1,9,15,,33.4,520(0),中山,76,中10週,Y,,3,タリスマニック,ワークフォース,,
9,6,モリノドリーム,牝7,武豊,美浦・鈴木伸,差し,18.2,8,8,,32.9,490(+8),京都,42,中5週,Y,,3,モーリス,アドマイヤムーン,,
10,6,ナムラローズマリー,牝5,松本,栗東・羽月,差し,26.3,10,11,,33.8,470(+2),福島,62,中8週,Y,,3,ミッキーアイル,ヨハネスブルグ,,
11,7,ナムラクララ,牝4,浜中,栗東・長谷川,先行,5.3,3,12,,38.3,472(-2),京都,41,中5週,Y,,3,アドマイヤマーズ,Storm Cat,,
12,7,アメリカンステージ,牡4,岩田望,栗東・矢作,,5.1,2,2,,32.8,508(-16),新潟,34,中4週,Y,,1,Into Mischief,Warrior's Reward,,
13,8,ロードフォアエース,牡5,岩田康,栗東・友道,先行,9.1,5,12,,34.2,556(+6),中山,76,中10週,Y,,3,ロードカナロア,War Front,,
14,8,ルージュラナキラ,牝4,横山武,美浦・加藤征,差し,7.4,4,8,,34.3,462(+6),中山,119,中16週,Y,,3,アドマイヤマーズ,カジノドライヴ,,
