登録番号,馬名,性齢,斤量,騎手,厩舎,脚質,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
9,エイシンウルトラン,牡2,55.0,宮内勇,地方・村上正,差し,3,,35.1,,札幌,35,中4週,Y,,1,トランセンド,エイシンワシントン,,
3,コスモプルー,牝2,55.0,津村,美浦・黒岩,先行,1,2歳未勝利,34.7,,中山,21,中2週,Y,,2,ダノンキングリー,New Approach,,
6,ジョドレルバンク,牡2,55.0,レーン,美浦・武井,先行,1,2歳新馬,33.7,,東京,111,中15週,Y,,1,エフフォーリア,マンハッタンカフェ,,
7,スタースポット,牡2,55.0,坂井,美浦・林,先行,1,2歳新馬,35.5,,福島,84,中11週,Y,,1,エフフォーリア,サクラバクシンオー,,
2,タイヴァス,牡2,55.0,坂井,栗東・矢作,先行,1,2歳新馬,34.5,,新潟,34,中4週,Y,,1,ウィルテイクチャージ,ダンスインザダーク,,
4,ニシノリリックス,牝2,55.0,石橋脩,美浦・小野,差し,1,2歳未勝利,35.7,,新潟,27,中3週,Y,,2,リーチザクラウン,カジノドライヴ,,
1,モーモーゼロ,牡2,55.0,石神道,美浦・石栗,差し,7,2歳未勝利,36.4,,中山,14,中1週,Y,,3,サトノクラウン,クロフネ,,
8,リーチツモドライチ,牡2,55.0,戸崎圭,栗東・森秀,,1,2歳新馬,39.3,,新潟,55,中7週,Y,,1,Life Is Good,Run Away and Hide,,
5,レオンティウス,牡2,55.0,丸山,美浦・田中勝,,1,2歳未勝利,35.3,,福島,77,中10週,Y,,2,アドマイヤマーズ,Unbridled's Song,,
