馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ダンディズム,セ8,戸崎圭,栗東・野中,差し,12.3,6,3,,37.2,472(-4),福島,20,中2週,Y,,3,マンハッタンカフェ,シングスピール,
2,2,フルール,牝4,荻野極,美浦・上原佑,差し,18.4,7,3,,34.8,498(-2),京都,34,中4週,Y,,3,キズナ,Malibu Moon,
3,3,アイアンバローズ,牡7,石橋脩,栗東・上村,,5.5,3,8,,,,メイダン,245,中34週,,Y,1,オルフェーヴル,Royal Anthem,
4,3,シュヴァリエローズ,牡6,北村友,栗東・清水久,差し,3.6,2,1,,34.2,462(-6),京都,55,中7週,Y,,3,ディープインパクト,Sevres Rose,
5,4,クールミラボー,牡4,横山武,栗東・寺島,差し,37.3,9,9,,37.7,492(0),京都,49,中6週,Y,,3,ドレフォン,キングカメハメハ,
6,4,ミクソロジー,牡5,西村淳,栗東・辻野,差し,6.9,4,16,,38.9,440(-8),東京,27,中3週,Y,,3,オルフェーヴル,アフリート,
7,5,メイショウブレゲ,牡5,酒井,栗東・本田,差し,10.8,5,7,,35.6,468(-4),東京,27,中3週,Y,,3,ゴールドシップ,パイロ,
8,5,ウェルカムニュース B,牡5,ビュイ,栗東・池江,追込,48.4,11,5,,37.6,496(-6),京都,49,中6週,Y,,3,サトノアラジン,フレンチデピュティ,
9,6,フォワードアゲン,セ7,内田博,美浦・加藤和,差し,292.7,14,10,,36.1,444(0),東京,27,中3週,Y,,3,ローズキングダム,グラスワンダー,
10,6,フェーングロッテン,セ5,北村宏,栗東・宮本,先行,105.8,13,15,,37.2,460(-4),中山,69,中9週,Y,,3,ブラックタイド,キングヘイロー,
11,7,マイネルケレリウス,牡4,石川,美浦・奥村武,差し,21.0,8,12,,33.9,428(+6),東京,48,中6週,Y,,3,ルーラーシップ,アグネスタキオン,
12,7,サンライズソレイユ,牡3,菅原明,栗東・矢作,差し,38.3,10,4,,34.4,512(0),東京,14,中1週,Y,,3,キズナ,Scat Daddy,
13,8,シルブロン,牡6,マーカ,美浦・稲垣,差し,102.0,12,11,,39.0,500(+12),札幌,90,中12週,Y,,3,トーセンジョーダン,サンデーサイレンス,
14,8,ゴールデンスナップ,牝4,坂井,栗東・田中克,差し,3.5,1,2,,33.9,468(-6),京都,34,中4週,Y,,3,ゴールドシップ,タニノギムレット,
