着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,10,ミッキーソルジャー,牡4,58.0,菊沢,1:32.4,,2,5.0,33.3,美浦菊沢,506(0)
2,8,11,ジーティーマン,牡4,58.0,横山武,1:32.7,2,4,10.1,33.3,栗東小栗,500(-4)
3,2,2,ダガーリング,牡4,58.0,戸崎圭,1:32.9,1.1/4,3,5.7,33.2,栗東柴田,550(+4)
4,1,1,クライスレリアーナ,牝4,56.0,ルメー,1:32.9,アタマ,1,1.6,32.8,美浦木村,470(+10)
5,6,7,トレサフィール,セ4,58.0,横山和,1:32.9,クビ,5,10.2,33.9,美浦稲垣,476(-8)
6,6,6,ツルマウカタチ,牡5,58.0,嶋田,1:33.0,1/2,6,37.1,33.0,美浦手塚久,472(+2)
7,7,8,スナークピカソ,牡4,58.0,松山,1:33.4,2,7,45.0,33.7,栗東高橋一,478(-6)
8,4,4,レッドレナート,牡5,58.0,長浜,1:33.7,1.3/4,8,75.7,34.3,美浦手塚徳,490(0)
9,7,9,ケイケイ,セ5,58.0,木幡巧,1:33.8,3/4,9,103.5,33.9,美浦杉浦,478(-4)
10,5,5,マーゴットゲイン,牡4,58.0,ゴンサ,1:34.6,5,10,119.4,33.8,美浦伊坂,478(+4)
11,3,3,ビッグデイメイク,牝4,56.0,柴田大,1:34.6,クビ,11,353.9,34.3,美浦和田雄,432(+6)
