着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,14,マテンロウコマンド,牡4,58.0,松山,1:22.8,,7,16.3,36.6,栗東長谷川,510(-2)
2,7,11,メイショウハチロー,牡4,57.0,団野,1:22.9,3/4,6,14.0,37.0,栗東福永,504(-6)
3,4,5,ドンインザムード,牡4,58.0,荻野極,1:23.3,2.1/2,1,1.8,37.2,栗東今野,540(+2)
4,6,9,インユアパレス,牡5,57.0,横山武,1:23.5,3/4,5,10.6,37.1,栗東須貝,484(-6)
5,7,12,バトルクライ,牡7,57.0,原,1:23.9,2.1/2,8,39.9,36.5,美浦高木,510(+2)
6,6,10,トリリオンボーイ,セ4,57.0,中井,1:24.4,3,13,305.9,36.4,美浦武井,472(-12)
7,1,1,ノーブルロジャー,牡5,57.0,吉村,1:24.4,ハナ,9,64.3,36.0,栗東吉岡,500(0)
8,3,3,ハッピーマン,牡4,58.0,幸,1:24.4,ハナ,10,78.0,37.8,栗東寺島,476(+4)
9,5,8,ベルジュロネット,牡4,57.0,Mデム,1:24.5,1/2,4,8.8,37.9,栗東大久保,550(0)
10,5,7,ダノンフィーゴ,牡4,58.0,川田,1:24.5,アタマ,2,5.1,37.5,栗東友道,466(+6)
11,3,4,モンドプリューム,牡6,57.0,武藤,1:25.3,5,12,266.6,38.4,美浦水野,514(+2)
12,2,2,ジュンウィンダム,牝6,55.0,国分優,1:25.3,クビ,11,241.6,37.6,栗東浜田,510(+6)
13,4,6,ケイアイドリー,牡9,57.0,藤懸,1:25.8,3,14,318.2,38.8,栗東前川,534(0)
14,8,13,ドラゴンテイラー,牡4,57.0,坂井,1:27.7,大,3,8.7,41.2,栗東藤原,536(+4)
