コーナー,通過順
1コーナー,"3,5(1,7)6,9,4(2,8)"
2コーナー,"3,5(1,7)6,9-(4,8)2"
3コーナー,"(*3,5)(1,6,7)9,4(2,8)"
4コーナー,"(*3,5)(1,6)(7,9)(4,2)8"
