コーナー,通過順
1コーナー,"4-(8,14)11,1(9,17)(12,7,16)2(10,15)(5,13)-(6,3)"
2コーナー,"4-(8,14)11,1(9,17)(12,7,16)2(10,15)(5,13)(6,3)"
3コーナー,"4,14,8,11,1(9,17)(12,16)7(2,10,15)(5,13)(6,3)"
4コーナー,"4(8,14,11)(1,9,17)12(7,16)(2,15)10(5,13)6,3"
