着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,5,ヴァルキリーバース,牝4,55.0,ルメー,1:32.0,,4,7.8,33.8,美浦田中博,470(+26)
2,3,6,ジョイフルニュース,牝4,55.0,佐々木,1:32.0,クビ,1,2.2,33.6,美浦大竹,460(-2)
3,8,16,レガーロデルシエロ,牡5,57.0,岩田康,1:32.2,1,8,35.6,33.5,美浦栗田,516(-2)
4,8,15,ダノンエアズロック,牡5,57.0,津村,1:32.2,クビ,3,6.7,34.3,美浦堀,506(-2)
5,4,7,ゾンニッヒ,牡8,59.0,団野,1:32.2,ハナ,11,91.4,33.7,栗東池江,484(0)
6,1,2,ランフォーヴァウ,牝4,55.0,石川,1:32.5,1.3/4,9,36.7,34.2,栗東福永,452(0)
7,7,13,エンペラーズソード,セ4,57.0,荻野極,1:32.5,アタマ,5,11.8,35.2,美浦高木,494(-6)
8,2,3,アルビージャ,牡8,57.0,丹内,1:32.5,アタマ,13,139.6,33.6,美浦手塚久,514(-4)
9,5,9,ダイシンヤマト,牡6,57.0,吉田豊,1:32.6,クビ,6,32.2,33.9,美浦戸田,510(-12)
10,7,14,メイショウシンタケ,牡8,58.0,角田和,1:32.6,クビ,16,257.2,33.6,栗東千田,488(-2)
11,6,11,ランスオブカオス,牡4,58.0,坂井,1:32.7,1/2,2,3.7,34.9,栗東奥村豊,500(-2)
12,5,10,タシット,牡7,57.0,石橋脩,1:32.7,ハナ,12,134.5,34.7,美浦中川,482(+10)
13,1,1,アサヒ,牡7,57.0,横山琉,1:32.9,1.1/4,14,204.4,34.0,美浦金成,508(-2)
14,4,8,フロムダスク,牡6,57.0,笹川翼,1:33.0,1/2,10,50.2,34.2,栗東森秀,514(0)
15,6,12,エエヤン,セ6,59.0,杉原,1:33.2,1,15,247.6,34.0,美浦伊藤大,480(0)
16,2,4,ニシノスーベニア,牡7,58.0,大野,1:49.1,大,7,32.8,50.5,美浦上原博,528(-2)
