馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エリカグロリア,牝4,北村友,栗東・安田翔,差し,79.8,9,14,3歳以上1勝クラス,39.4,486(0),阪神,66,中8週,Y,,3,ロードカナロア,クロフネ,,B
2,2,トウロウノオノ,牝4,永島,美浦・竹内,先行,3.7,2,2,4歳以上1勝クラス,37.3,442(0),小倉,22,中2週,Y,,3,ビッグアーサー,ブラックタイド,,
3,3,フライングバレル,牝6,斎藤,栗東・安田隆,先行,40.6,8,6,4歳以上1勝クラス,39.3,460(-10),阪神,8,連闘,Y,,3,ロードカナロア,ハードスパン,,B
4,4,レインボーウェザー,牝4,吉村,栗東・今野,差し,203.8,10,12,4歳以上1勝クラス,36.5,454(-4),小倉,35,中4週,Y,,2,ストロングリターン,ステイゴールド,,
5,5,バイロイト,牝5,丹内,美浦・栗田,,3.7,1,2,4歳以上1勝クラス,38.0,480(-2),小倉,8,連闘,Y,,3,スクリーンヒーロー,シングスピール,,
6,6,ミッキーマカロン,牝4,藤岡康,栗東・大久保,先行,6.9,4,3,4歳以上1勝クラス,37.4,434(+2),小倉,22,中2週,Y,,3,キタサンブラック,Candy Ride,,
7,6,ツインビスケッツ,牝4,石田,美浦・新開,差し,7.3,5,4,4歳以上1勝クラス,37.3,466(+10),小倉,22,中2週,Y,,3,マインドユアビスケッツ,ハーツクライ,,
8,7,セットリスト,牝5,吉田隼,栗東・畑端,先行,5.1,3,7,4歳以上1勝クラス,39.5,486(-10),小倉,28,中3週,Y,,3,キタサンブラック,Van Nistelrooy,,
9,7,ライジングラパス,牝4,国分恭,栗東・宮本,先行,9.3,6,5,3歳以上1勝クラス,38.2,426(-12),新潟,127,中17週,Y,,3,ダノンバラード,エンパイアメーカー,,
10,8,タガノチョコラータ,牝4,柴田裕,栗東・角田,差し,11.1,7,8,障害4歳以上未勝利,13.7,508(0),小倉,29,中3週,Y,,3,アメリカンペイトリオット,スペシャルウィーク,,B
11,8,ヘネラリーフェ,牝6,小沢,栗東・藤沢,追込,394.4,11,10,4歳以上1勝クラス,40.3,448(-8),小倉,28,中3週,Y,,3,ドゥラメンテ,ディープインパクト,,
