馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,テリオスリコ,牝3,松若,栗東・松下,差し,31.4,6,14,3歳未勝利,38.1,440(+4),京都,15,中1週,Y,,3,ルーラーシップ,ハーツクライ,
2,2,タイセイパフューム,牝3,小崎,栗東・牧浦,追込,99.3,9,13,3歳未勝利,38.2,476(-4),京都,12,中1週,Y,,3,マインドユアビスケッツ,ジャスタウェイ,
3,3,ペガサスウィンド,牝3,吉村,栗東・宮地,,2.0,1,3,3歳未勝利,38.1,496(+2),京都,21,中2週,Y,,2,マインドユアビスケッツ,ハーツクライ,
4,4,シャンドラテ,牝3,酒井,栗東・高橋康,差し,31.0,5,9,3歳未勝利,39.6,432(-4),小倉,15,中1週,Y,,3,シャンハイボビー,ステイゴールド,
5,5,ブリーゼプリマベラ B,牝3,川又,美浦・武井,追込,316.1,10,13,3歳未勝利,40.5,474(+2),小倉,15,中1週,Y,,2,ニューイヤーズデイ,Teofilo,
6,6,アーネストアイズ B,牝3,角田和,栗東・松永幹,差し,5.1,3,6,3歳未勝利,38.4,454(-12),京都,29,中3週,Y,,3,ルヴァンスレーヴ,キングカメハメハ,
7,7,セントポールヒロ,牝3,菱田,美浦・田島,差し,84.0,8,11,3歳未勝利,39.3,472(-8),東京,12,中1週,Y,,3,ストロングリターン,ヘクタープロテクター,
8,7,モンサンヴェロニカ,牝3,永島,栗東・平田,追込,32.4,7,13,2歳未勝利,40.5,460(-16),福島,92,中12週,Y,,2,ヴァンゴッホ,ダイワメジャー,
9,8,アキノビューティー,牝3,鮫島良,栗東・河嶋,差し,2.7,2,3,3歳新馬,38.2,422(0),京都,15,中1週,Y,,1,ゴールドドリーム,オペラハウス,
10,8,ルパピヨンブラン,牝3,秋山稔,栗東・杉山佳,差し,11.1,4,7,3歳未勝利,38.5,424(-4),京都,35,中4週,Y,,3,ゴールドドリーム,ディスクリートキャット,
